STATE,COUNTY,AVG_TEMP_MARCH_2020
Kansas,Leavenworth County,48.4
Kansas,Lincoln County,29.8
Kansas,Linn County,40.4
Kansas,Logan County,50.7
Kansas,Lyon County,40.4
Kansas,McPherson County,31
Kansas,Marion County,47.6
Kansas,Marshall County,46.2
Kansas,Meade County,37.1
Kansas,Miami County,45.5
Kansas,Mitchell County,61
Kansas,Montgomery County,49.9
Kansas,Morris County,61.3
Kansas,Morton County,33.2
Kansas,Nemaha County,45.3
Kansas,Neosho County,51.5
Kansas,Ness County,47.4
Kansas,Norton County,45.1
Kansas,Osage County,54.3
Kansas,Osborne County,46
Kansas,Ottawa County,54.6
Kansas,Pawnee County,55.2
Kansas,Phillips County,30.7
Kansas,Pottawatomie County,56.7
Kansas,Pratt County,48.3
Kansas,Rawlins County,44.6
Kansas,Reno County,48.7
Kansas,Republic County,44.5
Kansas,Rice County,35.2
Kansas,Riley County,47.4
Kansas,Rooks County,46.4
Kansas,Rush County,47
Kansas,Russell County,50.5
Kansas,Saline County,43.2
Kansas,Scott County,51.6
Kansas,Sedgwick County,50.2
Kansas,Seward County,42.3
Kansas,Shawnee County,48.5
Kansas,Sheridan County,33.7
Kansas,Sherman County,51.3
Kansas,Smith County,63.3
Kansas,Stafford County,51.7
Kansas,Stanton County,40.1
Kansas,Stevens County,35.7
Kansas,Sumner County,53.7
Kansas,Thomas County,40.3
Kansas,Trego County,46.5
Kansas,Wabaunsee County,48.4
Kansas,Wallace County,45.2
Kansas,Washington County,36.3
Kansas,Wichita County,58.6
Kansas,Wilson County,69.4
Kansas,Woodson County,50.5
Kansas,Wyandotte County,48.8
Kentucky,Adair County,55.2
Kentucky,Allen County,42.9
Kentucky,Anderson County,64.6
Kentucky,Ballard County,52.8
Kentucky,Barren County,52.1
Kentucky,Bath County,47.8
Kentucky,Bell County,65.3
Kentucky,Boone County,50.3
Kentucky,Bourbon County,49.4
Kentucky,Boyd County,40.2
Kentucky,Boyle County,50.4
Kentucky,Bracken County,48.7
Kentucky,Breathitt County,52.2
Kentucky,Breckinridge County,49.8
Kentucky,Bullitt County,51.5
Kentucky,Butler County,43.1
Kentucky,Caldwell County,68.6
Kentucky,Calloway County,53.3
Kentucky,Campbell County,35.6
Kentucky,Carlisle County,53.1
Kentucky,Carroll County,49.1
Kentucky,Carter County,50.5
Kentucky,Casey County,51
Kentucky,Christian County,50.4
Kentucky,Clark County,34.4
Kentucky,Clay County,49.7
Kentucky,Clinton County,40.6
Kentucky,Crittenden County,52.4
Kentucky,Cumberland County,52.8
Kentucky,Daviess County,45.2
Kentucky,Edmonson County,52.2
Kentucky,Elliott County,50
Kentucky,Estill County,51.5
Kentucky,Fayette County,48.3
Kentucky,Fleming County,49.3
Kentucky,Floyd County,48.3
Kentucky,Franklin County,43.3
Kentucky,Fulton County,45.9
Kentucky,Gallatin County,30.5
Kentucky,Garrard County,50.9
Kentucky,Grant County,38.3
Kentucky,Graves County,53.3
Kentucky,Grayson County,47.3
Kentucky,Green County,38.1
Kentucky,Greenup County,49.4
Kentucky,Hancock County,44.6
Kentucky,Hardin County,68.8
Kentucky,Harlan County,44.2
Kentucky,Harrison County,48.2
Kentucky,Hart County,51.7
Kentucky,Henderson County,63.6
Kentucky,Henry County,53.6
Kentucky,Hickman County,55.4
Kentucky,Hopkins County,61.7
Kentucky,Jackson County,35.9
Kentucky,Jefferson County,37.9
Kentucky,Jessamine County,50.2
Kentucky,Johnson County,33.9
Kentucky,Kenton County,48.7
Kentucky,Knott County,51.5
Kentucky,Knox County,58.6
Kentucky,Larue County,51.2
Kentucky,Laurel County,51.7
Kentucky,Lawrence County,55.3
Kentucky,Lee County,50.6
Kentucky,Leslie County,51.3
Kentucky,Letcher County,50.3
Kentucky,Lewis County,48.5
Kentucky,Lincoln County,29.8
Kentucky,Livingston County,39.8
Kentucky,Logan County,50.7
Kentucky,Lyon County,40.4
Kentucky,McCracken County,53.2
Kentucky,McCreary County,52.1
Kentucky,McLean County,31.2
Kentucky,Madison County,49.6
Kentucky,Magoffin County,51.4
Kentucky,Marion County,47.6
Kentucky,Marshall County,46.2
Kentucky,Martin County,59.4
Kentucky,Mason County,48.8
Kentucky,Meade County,37.1
Kentucky,Menifee County,50.5
Kentucky,Mercer County,47.5
Kentucky,Metcalfe County,51.8
Kentucky,Monroe County,35.6
Kentucky,Montgomery County,49.9
Kentucky,Morgan County,47.4
Kentucky,Muhlenberg County,53.3
Kentucky,Nelson County,50.9
Kentucky,Nicholas County,47.8
Kentucky,Ohio County,45.8
Kentucky,Oldham County,52.4
Kentucky,Owen County,49.8
Kentucky,Owsley County,52.2
Kentucky,Pendleton County,46.2
Kentucky,Perry County,55.5
Kentucky,Pike County,39.5
Kentucky,Powell County,29.8
Kentucky,Pulaski County,49.4
Kentucky,Robertson County,66.5
Kentucky,Rockcastle County,51.3
Kentucky,Rowan County,56.5
Kentucky,Russell County,50.5
Kentucky,Scott County,51.6
Kentucky,Shelby County,64.8
Kentucky,Simpson County,66.4
Kentucky,Spencer County,50.9
Kentucky,Taylor County,32.1
Kentucky,Todd County,39.4
Kentucky,Trigg County,53.8
Kentucky,Trimble County,49.5
Kentucky,Union County,52.7
Kentucky,Warren County,48.4
Kentucky,Washington County,36.3
Kentucky,Wayne County,51.1
Kentucky,Webster County,45.8
Kentucky,Whitley County,52
Kentucky,Wolfe County,51.3
Kentucky,Woodford County,50.2
Louisiana,Acadia Parish,68.6
Louisiana,Allen Parish,68.1
Louisiana,Ascension Parish,69.8
Louisiana,Assumption Parish,70.5
Louisiana,Avoyelles Parish,67.3
Louisiana,Beauregard Parish,68.2
Louisiana,Bienville Parish,63.9
Louisiana,Bossier Parish,63.7
Louisiana,Caddo Parish,63.6
Louisiana,Calcasieu Parish,68.7
Louisiana,Caldwell Parish,64.9
Louisiana,Cameron Parish,68.7
Louisiana,Catahoula Parish,66.5
Louisiana,Claiborne Parish,62.3
Louisiana,Concordia Parish,67
Louisiana,De Soto Parish,64.3
Louisiana,East Baton Rouge Parish,69
Louisiana,East Carroll Parish,62.8
Louisiana,East Feliciana Parish,68.1
Louisiana,Evangeline Parish,67.8
Louisiana,Franklin Parish,65.1
Louisiana,Grant Parish,66.1
Louisiana,Iberia Parish,69.6
Louisiana,Iberville Parish,69.4
Louisiana,Jackson Parish,63.7
Louisiana,Jefferson Parish,70.9
Louisiana,Jefferson Davis Parish,68.5
Louisiana,Lafayette Parish,69
Louisiana,Lafourche Parish,71.1
Louisiana,La Salle Parish,66.2
Louisiana,Lincoln Parish,62.9
Louisiana,Livingston Parish,69.3
Louisiana,Madison Parish,65.4
Louisiana,Morehouse Parish,62.6
Louisiana,Natchitoches Parish,65.7
Louisiana,Orleans Parish,70.2
Louisiana,Ouachita Parish,63.5
Louisiana,Plaquemines Parish,70.6
Louisiana,Pointe Coupee Parish,68.1
Louisiana,Rapides Parish,67.1
Louisiana,Red River Parish,64.6
Louisiana,Richland Parish,63.9
Louisiana,Sabine Parish,65.8
Louisiana,St. Bernard Parish,70.1
Louisiana,St. Charles Parish,70.8
Louisiana,St. Helena Parish,68.2
Louisiana,St. James Parish,70.3
Louisiana,St. John the Baptist Parish,70.3
Louisiana,St. Landry Parish,68
Louisiana,St. Martin Parish,69.5
Louisiana,St. Mary Parish,70.5
Louisiana,St. Tammany Parish,69.5
Louisiana,Tangipahoa Parish,68.9
Louisiana,Tensas Parish,66.2
Louisiana,Terrebonne Parish,71.4
Louisiana,Union Parish,62.6
Louisiana,Vermilion Parish,69.1
Louisiana,Vernon Parish,67.2
Louisiana,Washington Parish,68.4
Louisiana,Webster Parish,63.5
Louisiana,West Baton Rouge Parish,69.1
Louisiana,West Carroll Parish,62.4
Louisiana,West Feliciana Parish,67.8
Louisiana,Winn Parish,65
Maine,Androscoggin County,34.8
Maine,Aroostook County,24.7
Maine,Cumberland County,52.8
Maine,Franklin County,43.3
Maine,Hancock County,44.6
Maine,Kennebec County,34.7
Maine,Knox County,58.6
Maine,Lincoln County,29.8
Maine,Oxford County,31.4
Maine,Penobscot County,30.6
Maine,Piscataquis County,27.1
Maine,Sagadahoc County,36
Maine,Somerset County,42.5
Maine,Waldo County,34
Maine,Washington County,36.3
Maine,York County,55.2
Maryland,Allegany County,38.3
Maryland,Anne Arundel County,51
Maryland,Baltimore County,48.6
Maryland,Calvert County,51.4
Maryland,Caroline County,52.6
Maryland,Carroll County,49.1
Maryland,Cecil County,47.7
Maryland,Charles County,52.1
Maryland,Dorchester County,63.4
Maryland,Frederick County,47.9
Maryland,Garrett County,43.7
Maryland,Harford County,47.6
Maryland,Howard County,59.4
Maryland,Kent County,58.9
Maryland,Montgomery County,49.9
Maryland,Prince George's County,50.8
Maryland,Queen Anne's County,49.6
Maryland,St. Mary's County,51.9
Maryland,Somerset County,42.5
Maryland,Talbot County,51.2
Maryland,Washington County,36.3
Maryland,Wicomico County,50.9
Maryland,Worcester County,40.2
Maryland,Baltimore city,
Massachusetts,Barnstable County,41.6
Massachusetts,Berkshire County,36.6
Massachusetts,Bristol County,43.1
Massachusetts,Dukes County,42.3
Massachusetts,Essex County,52.6
Massachusetts,Franklin County,43.3
Massachusetts,Hampden County,40.1
Massachusetts,Hampshire County,47.4
Massachusetts,Middlesex County,53.4
Massachusetts,Nantucket County,41.8
Massachusetts,Norfolk County,42.6
Massachusetts,Plymouth County,42.3
Massachusetts,Suffolk County,44
Massachusetts,Worcester County,40.2
Michigan,Alcona County,33.2
Michigan,Alger County,29.4
Michigan,Allegan County,38.9
Michigan,Alpena County,33.3
Michigan,Antrim County,34
Michigan,Arenac County,36.7
Michigan,Baraga County,28.4
Michigan,Barry County,51.8
Michigan,Bay County,38.2
Michigan,Benzie County,35.2
Michigan,Berrien County,39.7
Michigan,Branch County,40.2
Michigan,Calhoun County,48.3
Michigan,Cass County,61.7
Michigan,Charlevoix County,33.8
Michigan,Cheboygan County,33
Michigan,Chippewa County,34.1
Michigan,Clare County,35.5
Michigan,Clinton County,40.6
Michigan,Crawford County,38.3
Michigan,Delta County,61
Michigan,Dickinson County,30.3
Michigan,Eaton County,38.8
Michigan,Emmet County,32.9
Michigan,Genesee County,39.6
Michigan,Gladwin County,36.7
Michigan,Gogebic County,28.2
Michigan,Grand Traverse County,35.1
Michigan,Gratiot County,38.6
Michigan,Hillsdale County,39.5
Michigan,Houghton County,29.6
Michigan,Huron County,41.9
Michigan,Ingham County,38.8
Michigan,Ionia County,38.2
Michigan,Iosco County,35
Michigan,Iron County,28.2
Michigan,Isabella County,37.3
Michigan,Jackson County,35.9
Michigan,Kalamazoo County,39.7
Michigan,Kalkaska County,33.9
Michigan,Kent County,58.9
Michigan,Keweenaw County,29.1
Michigan,Lake County,54.4
Michigan,Lapeer County,39.1
Michigan,Leelanau County,35
Michigan,Lenawee County,40
Michigan,Livingston County,39.8
Michigan,Luce County,29.2
Michigan,Mackinac County,30.5
Michigan,Macomb County,40.2
Michigan,Manistee County,35.8
Michigan,Marquette County,36.5
Michigan,Mason County,48.8
Michigan,Mecosta County,36.2
Michigan,Menominee County,33
Michigan,Midland County,61.1
Michigan,Missaukee County,34
Michigan,Monroe County,35.6
Michigan,Montcalm County,37.4
Michigan,Montmorency County,33.1
Michigan,Muskegon County,37.4
Michigan,Newaygo County,36.5
Michigan,Oakland County,39.6
Michigan,Oceana County,36.3
Michigan,Ogemaw County,34.9
Michigan,Ontonagon County,29.2
Michigan,Osceola County,34.8
Michigan,Oscoda County,33.4
Michigan,Otsego County,36.3
Michigan,Ottawa County,54.6
Michigan,Presque Isle County,33.2
Michigan,Roscommon County,34.5
Michigan,Saginaw County,39.1
Michigan,St. Clair County,50.2
Michigan,St. Joseph County,40.1
Michigan,Sanilac County,37.9
Michigan,Schoolcraft County,30.1
Michigan,Shiawassee County,39.2
Michigan,Tuscola County,38.5
Michigan,Van Buren County,54
Michigan,Washtenaw County,39.3
Michigan,Wayne County,51.1
Michigan,Wexford County,34.5
Minnesota,Aitkin County,29.8
Minnesota,Anoka County,35.5
Minnesota,Becker County,27.6
Minnesota,Beltrami County,27.1
Minnesota,Benton County,44.4
Minnesota,Big Stone County,33.4
Minnesota,Blue Earth County,35.7
Minnesota,Brown County,34.9
Minnesota,Carlton County,30.3
Minnesota,Carver County,36.3
Minnesota,Cass County,61.7
Minnesota,Chippewa County,34.1
Minnesota,Chisago County,34.6
Minnesota,Clay County,49.7
Minnesota,Clearwater County,27.6
Minnesota,Cook County,23.9
Minnesota,Cottonwood County,35
Minnesota,Crow Wing County,30.9
Minnesota,Dakota County,40
Minnesota,Dodge County,36.5
Minnesota,Douglas County,30.9
Minnesota,Faribault County,36
Minnesota,Fillmore County,43.2
Minnesota,Freeborn County,35.8
Minnesota,Goodhue County,35.8
Minnesota,Grant County,38.3
Minnesota,Hennepin County,36.2
Minnesota,Houston County,65.9
Minnesota,Hubbard County,28.4
Minnesota,Isanti County,34.4
Minnesota,Itasca County,27.6
Minnesota,Jackson County,35.9
Minnesota,Kanabec County,32.4
Minnesota,Kandiyohi County,34.1
Minnesota,Kittson County,23.8
Minnesota,Koochiching County,26
Minnesota,Lac qui Parle County,34.5
Minnesota,Lake County,54.4
Minnesota,Lake of the Woods County,26.3
Minnesota,Le Sueur County,35.9
Minnesota,Lincoln County,29.8
Minnesota,Lyon County,40.4
Minnesota,McLeod County,35.5
Minnesota,Mahnomen County,27
Minnesota,Marshall County,46.2
Minnesota,Martin County,59.4
Minnesota,Meeker County,34.2
Minnesota,Mille Lacs County,32.4
Minnesota,Morrison County,31.8
Minnesota,Mower County,35.3
Minnesota,Murray County,58.3
Minnesota,Nicollet County,35.9
Minnesota,Nobles County,35.3
Minnesota,Norman County,26.3
Minnesota,Olmsted County,35.5
Minnesota,Otter Tail County,29.6
Minnesota,Pennington County,37.1
Minnesota,Pine County,32
Minnesota,Pipestone County,35.5
Minnesota,Polk County,33.6
Minnesota,Pope County,32.5
Minnesota,Ramsey County,26.2
Minnesota,Red Lake County,25
Minnesota,Redwood County,35.1
Minnesota,Renville County,29.1
Minnesota,Rice County,35.2
Minnesota,Rock County,38.4
Minnesota,Roseau County,24.9
Minnesota,St. Louis County,49.1
Minnesota,Scott County,51.6
Minnesota,Sherburne County,34.2
Minnesota,Sibley County,35.9
Minnesota,Stearns County,33.1
Minnesota,Steele County,24.8
Minnesota,Stevens County,35.7
Minnesota,Swift County,34.1
Minnesota,Todd County,39.4
Minnesota,Traverse County,32.7
Minnesota,Wabasha County,36.3
Minnesota,Wadena County,29.5
Minnesota,Waseca County,35.3
Minnesota,Washington County,36.3
Minnesota,Watonwan County,35.6
Minnesota,Wilkin County,30.3
Minnesota,Winona County,36.6
Minnesota,Wright County,49.3
Minnesota,Yellow Medicine County,34.5
Mississippi,Adams County,36.1
Mississippi,Alcorn County,58.1
Mississippi,Amite County,67.4
Mississippi,Attala County,62.6
Mississippi,Benton County,44.4
Mississippi,Bolivar County,59.5
Mississippi,Calhoun County,48.3
Mississippi,Carroll County,49.1
Mississippi,Chickasaw County,61.3
Mississippi,Choctaw County,59.7
Mississippi,Claiborne County,51.1
Mississippi,Clarke County,48.6
Mississippi,Clay County,49.7
Mississippi,Coahoma County,59.1
Mississippi,Copiah County,66.9
Mississippi,Covington County,66.9
Mississippi,DeSoto County,58.3
Mississippi,Forrest County,67.8
Mississippi,Franklin County,43.3
Mississippi,George County,68.4
Mississippi,Greene County,50.2
Mississippi,Grenada County,61.7
Mississippi,Hancock County,44.6
Mississippi,Harrison County,48.2
Mississippi,Hinds County,66.8
Mississippi,Holmes County,43.6
Mississippi,Humphreys County,55
Mississippi,Issaquena County,63.8
Mississippi,Itawamba County,60.4
Mississippi,Jackson County,35.9
Mississippi,Jasper County,67.5
Mississippi,Jefferson County,37.9
Mississippi,Jefferson Davis County,66.8
Mississippi,Jones County,59.6
Mississippi,Kemper County,64.4
Mississippi,Lafayette County,38.4
Mississippi,Lamar County,60.1
Mississippi,Lauderdale County,55.7
Mississippi,Lawrence County,55.3
Mississippi,Leake County,63.6
Mississippi,Lee County,50.6
Mississippi,Leflore County,62.8
Mississippi,Lincoln County,29.8
Mississippi,Lowndes County,62.6
Mississippi,Madison County,49.6
Mississippi,Marion County,47.6
Mississippi,Marshall County,46.2
Mississippi,Monroe County,35.6
Mississippi,Montgomery County,49.9
Mississippi,Neshoba County,63.4
Mississippi,Newton County,67.6
Mississippi,Noxubee County,63.5
Mississippi,Oktibbeha County,63
Mississippi,Panola County,64.1
Mississippi,Pearl River County,68.5
Mississippi,Perry County,55.5
Mississippi,Pike County,39.5
Mississippi,Pontotoc County,57.9
Mississippi,Prentiss County,59.2
Mississippi,Quitman County,59.6
Mississippi,Rankin County,65.9
Mississippi,Scott County,51.6
Mississippi,Sharkey County,63.5
Mississippi,Simpson County,66.4
Mississippi,Smith County,63.3
Mississippi,Stone County,51.4
Mississippi,Sunflower County,61.2
Mississippi,Tallahatchie County,61
Mississippi,Tate County,58.8
Mississippi,Tippah County,58.4
Mississippi,Tishomingo County,58.3
Mississippi,Tunica County,58.6
Mississippi,Union County,52.7
Mississippi,Walthall County,67.6
Mississippi,Warren County,48.4
Mississippi,Washington County,36.3
Mississippi,Wayne County,51.1
Mississippi,Webster County,45.8
Mississippi,Wilkinson County,67.3
Mississippi,Winston County,62.7
Mississippi,Yalobusha County,60.6
Mississippi,Yazoo County,65.1
Missouri,Adair County,55.2
Missouri,Andrew County,45.9
Missouri,Atchison County,45.6
Missouri,Audrain County,46.4
Missouri,Barry County,51.8
Missouri,Barton County,51.2
Missouri,Bates County,50.5
Missouri,Benton County,44.4
Missouri,Bollinger County,50.6
Missouri,Boone County,50.3
Missouri,Buchanan County,50.6
Missouri,Butler County,43.1
Missouri,Caldwell County,68.6
Missouri,Callaway County,48.1
Missouri,Camden County,56.6
Missouri,Cape Girardeau County,51.1
Missouri,Carroll County,49.1
Missouri,Carter County,50.5
Missouri,Cass County,61.7
Missouri,Cedar County,39.8
Missouri,Chariton County,46.7
Missouri,Christian County,50.4
Missouri,Clark County,34.4
Missouri,Clay County,49.7
Missouri,Clinton County,40.6
Missouri,Cole County,49
Missouri,Cooper County,48.3
Missouri,Crawford County,38.3
Missouri,Dade County,51.1
Missouri,Dallas County,63
Missouri,Daviess County,45.2
Missouri,DeKalb County,54.3
Missouri,Dent County,48.9
Missouri,Douglas County,30.9
Missouri,Dunklin County,54.3
Missouri,Franklin County,43.3
Missouri,Gasconade County,48.3
Missouri,Gentry County,45.3
Missouri,Greene County,50.2
Missouri,Grundy County,53.6
Missouri,Harrison County,48.2
Missouri,Henry County,53.6
Missouri,Hickory County,49.7
Missouri,Holt County,39.7
Missouri,Howard County,59.4
Missouri,Howell County,51.8
Missouri,Iron County,28.2
Missouri,Jackson County,35.9
Missouri,Jasper County,67.5
Missouri,Jefferson County,37.9
Missouri,Johnson County,33.9
Missouri,Knox County,58.6
Missouri,Laclede County,49.4
Missouri,Lafayette County,38.4
Missouri,Lawrence County,55.3
Missouri,Lewis County,48.5
Missouri,Lincoln County,29.8
Missouri,Linn County,40.4
Missouri,Livingston County,39.8
Missouri,McDonald County,53.9
Missouri,Macon County,52.8
Missouri,Madison County,49.6
Missouri,Maries County,49.3
Missouri,Marion County,47.6
Missouri,Mercer County,47.5
Missouri,Miller County,49.4
Missouri,Mississippi County,53
Missouri,Moniteau County,48.4
Missouri,Monroe County,35.6
Missouri,Montgomery County,49.9
Missouri,Morgan County,47.4
Missouri,New Madrid County,53.7
Missouri,Newton County,67.6
Missouri,Nodaway County,45.2
Missouri,Oregon County,52.6
Missouri,Osage County,54.3
Missouri,Ozark County,51.8
Missouri,Pemiscot County,54.7
Missouri,Perry County,55.5
Missouri,Pettis County,48.6
Missouri,Phelps County,43
Missouri,Pike County,39.5
Missouri,Platte County,38.4
Missouri,Polk County,33.6
Missouri,Pulaski County,49.4
Missouri,Putnam County,50
Missouri,Ralls County,45.5
Missouri,Randolph County,44.3
Missouri,Ray County,47.2
Missouri,Reynolds County,50.2
Missouri,Ripley County,52.7
Missouri,St. Charles County,48.2
Missouri,St. Clair County,50.2
Missouri,Ste. Genevieve County,49.6
Missouri,St. Francois County,49
Missouri,St. Louis County,49.1
Missouri,Saline County,43.2
Missouri,Schuyler County,38.2
Missouri,Scotland County,58.4
Missouri,Scott County,51.6
Missouri,Shannon County,51.1
Missouri,Shelby County,64.8
Missouri,Stoddard County,52.8
Missouri,Stone County,51.4
Missouri,Sullivan County,52.8
Missouri,Taney County,51.8
Missouri,Texas County,50.7
Missouri,Vernon County,36.6
Missouri,Warren County,48.4
Missouri,Washington County,36.3
Missouri,Wayne County,51.1
Missouri,Webster County,45.8
Missouri,Worth County,44.8
Missouri,Wright County,49.3
Missouri,St. Louis city,
Montana,Beaverhead County,27.9
Montana,Big Horn County,34.9
Montana,Blaine County,53.8
Montana,Broadwater County,32.1
Montana,Carbon County,33.4
Montana,Carter County,50.5
Montana,Cascade County,30.9
Montana,Chouteau County,31.4
Montana,Custer County,36.6
Montana,Daniels County,28.2
Montana,Dawson County,57.4
Montana,Deer Lodge County,28.8
Montana,Fallon County,34
Montana,Fergus County,32
Montana,Flathead County,29.6
Montana,Gallatin County,30.5
Montana,Garfield County,39.9
Montana,Glacier County,26.5
Montana,Golden Valley County,32.7
Montana,Granite County,30.2
Montana,Hill County,64
Montana,Jefferson County,37.9
Montana,Judith Basin County,30
Montana,Lake County,54.4
Montana,Lewis and Clark County,29.8
Montana,Liberty County,69.6
Montana,Lincoln County,29.8
Montana,McCone County,32.5
Montana,Madison County,49.6
Montana,Meagher County,29.4
Montana,Mineral County,47.5
Montana,Missoula County,32.6
Montana,Musselshell County,34.6
Montana,Park County,30.3
Montana,Petroleum County,34.6
Montana,Phillips County,30.7
Montana,Pondera County,29
Montana,Powder River County,35.9
Montana,Powell County,29.8
Montana,Prairie County,34
Montana,Ravalli County,31.9
Montana,Richland County,37.8
Montana,Roosevelt County,52.8
Montana,Rosebud County,34.8
Montana,Sanders County,33.2
Montana,Sheridan County,33.7
Montana,Silver Bow County,30.2
Montana,Stillwater County,32.4
Montana,Sweet Grass County,31.8
Montana,Teton County,27
Montana,Toole County,29.5
Montana,Treasure County,35.6
Montana,Valley County,40.9
Montana,Wheatland County,31.8
Montana,Wibaux County,33
Montana,Yellowstone County,35.7
Nebraska,Adams County,36.1
Nebraska,Antelope County,39.7
Nebraska,Arthur County,39.9
Nebraska,Banner County,39.4
Nebraska,Blaine County,53.8
Nebraska,Boone County,50.3
Nebraska,Box Butte County,37.9
Nebraska,Boyd County,40.2
Nebraska,Brown County,34.9
Nebraska,Buffalo County,37.1
Nebraska,Burt County,40.8
Nebraska,Butler County,43.1
Nebraska,Cass County,61.7
Nebraska,Cedar County,39.8
Nebraska,Chase County,43.2
Nebraska,Cherry County,39.5
Nebraska,Cheyenne County,39.9
Nebraska,Clay County,49.7
Nebraska,Colfax County,41.8
Nebraska,Cuming County,40.1
Nebraska,Custer County,36.6
Nebraska,Dakota County,40
Nebraska,Dawes County,38.6
Nebraska,Dawson County,57.4
Nebraska,Deuel County,32.8
Nebraska,Dixon County,39.4
Nebraska,Dodge County,36.5
Nebraska,Douglas County,30.9
Nebraska,Dundy County,43.6
Nebraska,Fillmore County,43.2
Nebraska,Franklin County,43.3
Nebraska,Frontier County,43.2
Nebraska,Furnas County,44.4
Nebraska,Gage County,44.2
Nebraska,Garden County,39.8
Nebraska,Garfield County,39.9
Nebraska,Gosper County,43.4
Nebraska,Grant County,38.3
Nebraska,Greeley County,41
Nebraska,Hall County,55.8
Nebraska,Hamilton County,63
Nebraska,Harlan County,44.2
Nebraska,Hayes County,42.8
Nebraska,Hitchcock County,44
Nebraska,Holt County,39.7
Nebraska,Hooker County,39.3
Nebraska,Howard County,59.4
Nebraska,Jefferson County,37.9
Nebraska,Johnson County,33.9
Nebraska,Kearney County,42.9
Nebraska,Keith County,41.9
Nebraska,Keya Paha County,40.2
Nebraska,Kimball County,38.5
Nebraska,Knox County,58.6
Nebraska,Lancaster County,52.8
Nebraska,Lincoln County,29.8
Nebraska,Logan County,50.7
Nebraska,Loup County,40.2
Nebraska,McPherson County,31
Nebraska,Madison County,49.6
Nebraska,Merrick County,42.2
Nebraska,Morrill County,39.6
Nebraska,Nance County,41.7
Nebraska,Nemaha County,45.3
Nebraska,Nuckolls County,43.6
Nebraska,Otoe County,43.6
Nebraska,Pawnee County,55.2
Nebraska,Perkins County,35.4
Nebraska,Phelps County,43
Nebraska,Pierce County,35.6
Nebraska,Platte County,38.4
Nebraska,Polk County,33.6
Nebraska,Red Willow County,44.4
Nebraska,Richardson County,46.3
Nebraska,Rock County,38.4
Nebraska,Saline County,43.2
Nebraska,Sarpy County,43.6
Nebraska,Saunders County,42.7
Nebraska,Scotts Bluff County,40.2
Nebraska,Seward County,42.3
Nebraska,Sheridan County,33.7
Nebraska,Sherman County,51.3
Nebraska,Sioux County,33.5
Nebraska,Stanton County,40.1
Nebraska,Thayer County,43.9
Nebraska,Thomas County,40.3
Nebraska,Thurston County,42.6
Nebraska,Valley County,40.9
Nebraska,Washington County,36.3
Nebraska,Wayne County,51.1
Nebraska,Webster County,45.8
Nebraska,Wheeler County,53.9
Nebraska,York County,55.2
Nevada,Churchill County,40.8
Nevada,Clark County,34.4
Nevada,Douglas County,30.9
Nevada,Elko County,36.7
Nevada,Esmeralda County,41.7
Nevada,Eureka County,37.2
Nevada,Humboldt County,39.4
Nevada,Lander County,38
Nevada,Lincoln County,29.8
Nevada,Lyon County,40.4
Nevada,Mineral County,47.5
Nevada,Nye County,41.3
Nevada,Pershing County,39.7
Nevada,Storey County,39.1
Nevada,Washoe County,38.2
Nevada,White Pine County,36.4
Nevada,Carson City,39.1
New Hampshire,Belknap County,34.6
New Hampshire,Carroll County,49.1
New Hampshire,Cheshire County,36.7
New Hampshire,Coos County,44.4
New Hampshire,Grafton County,32.6
New Hampshire,Hillsborough County,38.4
New Hampshire,Merrimack County,36
New Hampshire,Rockingham County,48.4
New Hampshire,Strafford County,36.6
New Hampshire,Sullivan County,52.8
New Jersey,Atlantic County,48
New Jersey,Bergen County,45.1
New Jersey,Burlington County,47.8
New Jersey,Camden County,56.6
New Jersey,Cape May County,48.1
New Jersey,Cumberland County,52.8
New Jersey,Essex County,52.6
New Jersey,Gloucester County,54.4
New Jersey,Hudson County,47
New Jersey,Hunterdon County,44.4
New Jersey,Mercer County,47.5
New Jersey,Middlesex County,53.4
New Jersey,Monmouth County,46.5
New Jersey,Morris County,61.3
New Jersey,Ocean County,46.7
New Jersey,Passaic County,43.1
New Jersey,Salem County,48.8
New Jersey,Somerset County,42.5
New Jersey,Sussex County,55.2
New Jersey,Union County,52.7
New Jersey,Warren County,48.4
New Mexico,Bernalillo County,48.1
New Mexico,Catron County,41.7
New Mexico,Chaves County,54
New Mexico,Cibola County,42.7
New Mexico,Colfax County,41.8
New Mexico,Curry County,43.9
New Mexico,De Baca County,52.7
New Mexico,DoŠa Ana County,
New Mexico,Eddy County,27.2
New Mexico,Grant County,38.3
New Mexico,Guadalupe County,68.6
New Mexico,Harding County,35.4
New Mexico,Hidalgo County,76.2
New Mexico,Lea County,55.8
New Mexico,Lincoln County,29.8
New Mexico,Los Alamos County,40.9
New Mexico,Luna County,53.7
New Mexico,McKinley County,43.1
New Mexico,Mora County,42
New Mexico,Otero County,52.1
New Mexico,Quay County,52.4
New Mexico,Rio Arriba County,39.6
New Mexico,Roosevelt County,52.8
New Mexico,Sandoval County,44.3
New Mexico,San Juan County,42.7
New Mexico,San Miguel County,46.8
New Mexico,Santa Fe County,43.3
New Mexico,Sierra County,51.7
New Mexico,Socorro County,48.6
New Mexico,Taos County,37.8
New Mexico,Torrance County,45.2
New Mexico,Union County,52.7
New Mexico,Valencia County,49.9
