STATE,COUNTY,TOTAL_POP,POP_DENSITY
Oklahoma,Canadian County,148306,165.4036096
Oklahoma,Carter County,48111,58.51661619
Oklahoma,Cherokee County,48657,64.92723162
Oklahoma,Choctaw County,14672,19.0457168
Oklahoma,Cimarron County,2137,1.164703635
Oklahoma,Cleveland County,284014,527.1116676
Oklahoma,Coal County,5495,10.63516477
Oklahoma,Comanche County,120749,112.9244976
Oklahoma,Cotton County,5666,8.95591967
Oklahoma,Craig County,14142,18.57480888
Oklahoma,Creek County,71522,75.27443048
Oklahoma,Custer County,29003,29.33091029
Oklahoma,Delaware County,43009,58.26531376
Oklahoma,Dewey County,4891,4.893542674
Oklahoma,Ellis County,3859,3.133541644
Oklahoma,Garfield County,61056,57.68211682
Oklahoma,Garvin County,27711,34.54967075
Oklahoma,Grady County,55834,50.73527866
Oklahoma,Grant County,4333,4.329227338
Oklahoma,Greer County,5712,8.934428992
Oklahoma,Harmon County,2653,4.938624164
Oklahoma,Harper County,3688,3.549509252
Oklahoma,Haskell County,12627,21.90206191
Oklahoma,Hughes County,13279,16.50288835
Oklahoma,Jackson County,24530,30.56123545
Oklahoma,Jefferson County,6002,7.90952655
Oklahoma,Johnston County,11085,17.24105786
Oklahoma,Kay County,43538,47.33803799
Oklahoma,Kingfisher County,15765,17.55254856
Oklahoma,Kiowa County,8708,8.578096657
Oklahoma,Latimer County,10073,13.94996453
Oklahoma,Le Flore County,49853,31.36824149
Oklahoma,Lincoln County,34877,36.62329373
Oklahoma,Logan County,48011,64.5453115
Oklahoma,Love County,10253,19.94766618
Oklahoma,McClain County,40474,70.91952124
Oklahoma,McCurtain County,32832,17.74089061
Oklahoma,McIntosh County,19596,31.68329471
Oklahoma,Major County,7629,7.988580431
Oklahoma,Marshall County,16931,45.60398285
Oklahoma,Mayes County,41100,62.71149471
Oklahoma,Murray County,14073,33.7920149
Oklahoma,Muskogee County,67997,83.90040825
Oklahoma,Noble County,11131,15.20851078
Oklahoma,Nowata County,10076,17.8091027
Oklahoma,Okfuskee County,11993,19.38829396
Oklahoma,Oklahoma County,797434,1125.009546
Oklahoma,Okmulgee County,38465,55.15895935
Oklahoma,Osage County,46963,20.9044814
Oklahoma,Ottawa County,31127,66.10963923
Oklahoma,Pawnee County,16376,28.82286582
Oklahoma,Payne County,81784,119.4430618
Oklahoma,Pittsburg County,43654,33.43928591
Oklahoma,Pontotoc County,38284,53.1410356
Oklahoma,Pottawatomie County,72592,92.16021014
Oklahoma,Pushmataha County,11096,7.94934314
Oklahoma,Roger Mills County,3583,3.139853932
Oklahoma,Rogers County,92459,136.8429139
Oklahoma,Seminole County,24258,38.33213108
Oklahoma,Sequoyah County,41569,61.74130157
Oklahoma,Stephens County,43143,49.5755493
Oklahoma,Texas County,19983,9.789380239
Oklahoma,Tillman County,7250,8.322484837
Oklahoma,Tulsa County,651552,1142.509749
Oklahoma,Wagoner County,81289,144.7565253
Oklahoma,Washington County,51527,124.0258939
Oklahoma,Washita County,10916,10.88154082
Oklahoma,Woods County,8793,6.835067504
Oklahoma,Woodward County,20211,16.26772102
Oregon,Baker County,16124,5.25559812
Oregon,Benton County,93053,137.8191953
Oregon,Clackamas County,418187,223.5476472
Oregon,Clatsop County,40224,48.56417045
Oregon,Columbia County,52354,79.56692971
Oregon,Coos County,64487,40.4057834
Oregon,Crook County,24404,8.192307343
Oregon,Curry County,22925,14.0778885
Oregon,Deschutes County,197692,65.51282801
Oregon,Douglas County,110980,22.03881868
Oregon,Gilliam County,1912,1.587088942
Oregon,Grant County,7199,1.589958081
Oregon,Harney County,7393,0.729492882
Oregon,Hood River County,23382,44.78549404
Oregon,Jackson County,220944,79.38438087
Oregon,Jefferson County,24658,13.83541301
Oregon,Josephine County,87487,53.38963316
Oregon,Klamath County,68238,11.4825907
Oregon,Lake County,7869,0.966873925
Oregon,Lane County,382067,83.86565702
Oregon,Lincoln County,49962,50.96097501
Oregon,Linn County,129749,56.73144882
Oregon,Malheur County,30571,3.091839886
Oregon,Marion County,347818,294.6241729
Oregon,Morrow County,11603,5.714269936
Oregon,Multnomah County,812855,1885.44598
Oregon,Polk County,86085,116.1860638
Oregon,Sherman County,1780,2.161205394
Oregon,Tillamook County,27036,24.52535914
Oregon,Umatilla County,77950,24.24243188
Oregon,Union County,26835,13.17430561
Oregon,Wallowa County,7208,2.29123809
Oregon,Wasco County,26682,11.20556234
Oregon,Washington County,601592,830.6252419
Oregon,Wheeler County,1332,0.776213731
Oregon,Yamhill County,107100,149.6021607
Pennsylvania,Adams County,103009,198.5954473
Pennsylvania,Allegheny County,1216045,1665.640226
Pennsylvania,Armstrong County,64735,99.10802279
Pennsylvania,Beaver County,163929,377.0971712
Pennsylvania,Bedford County,47888,47.30628355
Pennsylvania,Berks County,421164,491.7898582
Pennsylvania,Blair County,121829,231.7022436
Pennsylvania,Bradford County,60323,52.57366983
Pennsylvania,Bucks County,628270,1039.480448
Pennsylvania,Butler County,187853,238.2122959
Pennsylvania,Cambria County,130192,189.1358229
Pennsylvania,Cameron County,4447,11.22329463
Pennsylvania,Carbon County,64182,168.2534238
Pennsylvania,Centre County,162385,146.3102905
Pennsylvania,Chester County,524989,699.5058828
Pennsylvania,Clarion County,38438,63.97442473
Pennsylvania,Clearfield County,79255,69.2378304
Pennsylvania,Clinton County,38632,43.50528222
Pennsylvania,Columbia County,64964,134.4713053
Pennsylvania,Crawford County,84629,83.60064886
Pennsylvania,Cumberland County,253370,464.4743739
Pennsylvania,Dauphin County,278299,530.0350232
Pennsylvania,Delaware County,566747,3082.28635
Pennsylvania,Elk County,29910,36.15107124
Pennsylvania,Erie County,269728,337.4919433
Pennsylvania,Fayette County,129274,163.5678254
Pennsylvania,Forest County,7247,16.96117572
Pennsylvania,Franklin County,155027,200.7538034
Pennsylvania,Fulton County,14530,33.20752943
Pennsylvania,Greene County,36233,62.9100853
Pennsylvania,Huntingdon County,45144,51.61368815
Pennsylvania,Indiana County,84073,101.6559918
Pennsylvania,Jefferson County,43425,66.55893025
Pennsylvania,Juniata County,24763,63.27577242
Pennsylvania,Lackawanna County,209674,457.0317196
Pennsylvania,Lancaster County,545724,578.1783986
Pennsylvania,Lawrence County,85512,238.7499335
Pennsylvania,Lebanon County,141793,391.8761524
Pennsylvania,Lehigh County,369318,1069.930919
Pennsylvania,Luzerne County,317417,356.5114574
Pennsylvania,Lycoming County,113299,92.2179215
Pennsylvania,McKean County,40625,41.48811715
Pennsylvania,Mercer County,109424,162.6925432
Pennsylvania,Mifflin County,46138,112.2455525
Pennsylvania,Monroe County,170271,279.9314539
Pennsylvania,Montgomery County,830915,1720.282556
Pennsylvania,Montour County,18230,139.9697849
Pennsylvania,Northampton County,305285,825.9318648
Pennsylvania,Northumberland County,90843,198.3463707
Pennsylvania,Perry County,46272,83.90995569
Pennsylvania,Philadelphia County,1584064,11805.68907
Pennsylvania,Pike County,55809,102.4092444
Pennsylvania,Potter County,16526,15.28313495
Pennsylvania,Schuylkill County,141359,181.5480418
Pennsylvania,Snyder County,40372,122.7948226
Pennsylvania,Somerset County,73447,68.36305716
Pennsylvania,Sullivan County,6066,13.48180685
Pennsylvania,Susquehanna County,40328,48.97090643
Pennsylvania,Tioga County,40591,35.80156696
Pennsylvania,Union County,44923,142.1678307
Pennsylvania,Venango County,50668,75.14335745
Pennsylvania,Warren County,39191,44.32664716
Pennsylvania,Washington County,206865,241.3858911
Pennsylvania,Wayne County,51361,70.78373363
Pennsylvania,Westmoreland County,348899,339.5408702
Pennsylvania,Wyoming County,26794,67.43931663
Pennsylvania,York County,449058,496.6322955
Rhode Island,Bristol County,48479,2006.148025
Rhode Island,Kent County,164292,974.7975574
Rhode Island,Newport County,82082,801.2844764
Rhode Island,Providence County,638931,1560.126906
Rhode Island,Washington County,125577,381.3894828
South Carolina,Abbeville County,24527,50.00586528
South Carolina,Aiken County,170872,159.5309698
South Carolina,Allendale County,8688,21.28941367
South Carolina,Anderson County,202558,283.116812
South Carolina,Bamberg County,14066,35.75796591
South Carolina,Barnwell County,20866,38.05032885
South Carolina,Beaufort County,192122,333.391334
South Carolina,Berkeley County,227907,207.3899207
South Carolina,Calhoun County,14553,38.18161552
South Carolina,Charleston County,411406,448.4237868
South Carolina,Cherokee County,57300,145.9172076
South Carolina,Chester County,32244,55.53025095
South Carolina,Chesterfield County,45650,57.13020758
South Carolina,Clarendon County,33745,55.59869155
South Carolina,Colleton County,37677,35.66238376
South Carolina,Darlington County,66618,118.717005
South Carolina,Dillon County,30479,75.28704404
South Carolina,Dorchester County,162809,284.0091691
South Carolina,Edgefield County,27260,54.47660966
South Carolina,Fairfield County,22347,32.56265024
South Carolina,Florence County,138293,172.8742334
South Carolina,Georgetown County,62680,77.04143702
South Carolina,Greenville County,523542,666.7945045
South Carolina,Greenwood County,70811,155.7207763
South Carolina,Hampton County,19222,34.33142761
South Carolina,Horry County,354081,312.2618808
South Carolina,Jasper County,30073,45.89071032
South Carolina,Kershaw County,66551,91.5975929
South Carolina,Lancaster County,98012,178.4766326
South Carolina,Laurens County,67493,94.55161394
South Carolina,Lee County,16828,41.0254623
South Carolina,Lexington County,298750,427.3605027
South Carolina,McCormick County,9463,26.34980695
South Carolina,Marion County,30657,62.66070216
South Carolina,Marlboro County,26118,54.44821714
South Carolina,Newberry County,38440,61.01164619
South Carolina,Oconee County,79546,127.0090719
South Carolina,Orangeburg County,86175,77.9118449
South Carolina,Pickens County,126884,255.635019
South Carolina,Richland County,415759,549.1065169
South Carolina,Saluda County,20473,45.21637957
South Carolina,Spartanburg County,319785,395.7948487
South Carolina,Sumter County,106721,160.4644848
South Carolina,Union County,27316,53.12630417
South Carolina,Williamsburg County,30368,32.5083289
South Carolina,York County,280979,412.7819887
South Dakota,Aurora County,2751,3.883258983
South Dakota,Beadle County,18453,14.66029395
South Dakota,Bennett County,3365,2.840359033
South Dakota,Bon Homme County,6901,12.24230439
South Dakota,Brookings County,35077,44.27755565
South Dakota,Brown County,38839,22.67268545
South Dakota,Brule County,5297,6.481569815
South Dakota,Buffalo County,1962,4.16216383
South Dakota,Butte County,10429,4.635075281
South Dakota,Campbell County,1376,1.875485167
South Dakota,Charles Mix County,9292,8.466606972
South Dakota,Clark County,3736,3.901405405
South Dakota,Clay County,14070,34.13488772
South Dakota,Codington County,28009,40.70604352
South Dakota,Corson County,4086,1.65445579
South Dakota,Custer County,8972,5.762358988
South Dakota,Davison County,19775,45.40745467
South Dakota,Day County,5424,5.276942125
South Dakota,Deuel County,4351,6.987467004
South Dakota,Dewey County,5892,2.55896481
South Dakota,Douglas County,2921,6.764692444
South Dakota,Edmunds County,3829,3.400655535
South Dakota,Fall River County,6713,3.8584684
South Dakota,Faulk County,2299,2.34187125
South Dakota,Grant County,7052,10.34851015
South Dakota,Gregory County,4185,4.123357232
South Dakota,Haakon County,1899,1.048857584
South Dakota,Hamlin County,6164,12.15217109
South Dakota,Hand County,3191,2.221144843
South Dakota,Hanson County,3453,7.946798614
South Dakota,Harding County,1298,0.485856607
South Dakota,Hughes County,17526,23.63442231
South Dakota,Hutchinson County,7291,8.969080319
South Dakota,Hyde County,1301,1.511848088
South Dakota,Jackson County,3344,1.794074562
South Dakota,Jerauld County,2013,3.825664013
South Dakota,Jones County,903,0.93123734
South Dakota,Kingsbury County,4939,5.934608451
South Dakota,Lake County,12797,22.71883032
South Dakota,Lawrence County,25844,32.30358126
South Dakota,Lincoln County,61128,105.8872742
South Dakota,Lyman County,3781,2.302466697
South Dakota,McCook County,5586,9.728245884
South Dakota,McPherson County,2379,2.093004655
South Dakota,Marshall County,4935,5.888424249
South Dakota,Meade County,28332,8.162618941
South Dakota,Mellette County,2061,1.576542227
South Dakota,Miner County,2216,3.886149803
South Dakota,Minnehaha County,193134,239.2753356
South Dakota,Moody County,6576,12.66113372
South Dakota,Oglala Lakota County,14177,6.771029013
South Dakota,Pennington County,113775,40.97656834
South Dakota,Perkins County,2865,0.998091615
South Dakota,Potter County,2153,2.500146627
South Dakota,Roberts County,10394,9.440091375
South Dakota,Sanborn County,2344,4.117040335
South Dakota,Spink County,6376,4.240677179
South Dakota,Stanley County,3098,2.144788186
South Dakota,Sully County,1391,1.381576157
South Dakota,Todd County,10177,7.329346455
South Dakota,Tripp County,5441,3.374362098
South Dakota,Turner County,8384,13.58704121
South Dakota,Union County,15932,34.57962927
South Dakota,Walworth County,5435,7.669709015
South Dakota,Yankton County,22814,43.77498981
South Dakota,Ziebach County,2756,1.405236912
Tennessee,Anderson County,76978,228.2992442
Tennessee,Bedford County,49713,104.9596501
Tennessee,Benton County,16160,40.98337598
Tennessee,Bledsoe County,15064,37.06465171
Tennessee,Blount County,133088,238.1639266
Tennessee,Bradley County,108110,328.839895
Tennessee,Campbell County,39842,82.97603184
Tennessee,Cannon County,14678,55.25619435
Tennessee,Carroll County,27767,46.45971295
Tennessee,Carter County,56391,165.2755031
Tennessee,Cheatham County,40667,134.4643586
Tennessee,Chester County,17297,60.534963
Tennessee,Claiborne County,31959,73.53838617
Tennessee,Clay County,7615,32.19378338
Tennessee,Cocke County,36004,82.85941439
Tennessee,Coffee County,56520,131.7598254
Tennessee,Crockett County,14230,53.59000386
Tennessee,Cumberland County,60520,88.86588203
Tennessee,Davidson County,694144,1377.692628
Tennessee,Decatur County,11663,34.93492172
Tennessee,DeKalb County,20490,67.3220189
Tennessee,Dickson County,53948,110.1213764
Tennessee,Dyer County,37159,72.5288226
Tennessee,Fayette County,41133,58.36277191
Tennessee,Fentress County,18523,37.14917731
Tennessee,Franklin County,42208,76.12113283
Tennessee,Gibson County,49133,81.51518561
Tennessee,Giles County,29464,48.22830573
Tennessee,Grainger County,23320,83.11005867
Tennessee,Greene County,69069,111.0132798
Tennessee,Grundy County,13427,37.25114226
Tennessee,Hamblen County,64934,402.8821667
Tennessee,Hamilton County,367804,678.0437306
Tennessee,Hancock County,6620,29.77615476
Tennessee,Hardeman County,25050,37.51424864
Tennessee,Hardin County,25652,44.43207925
Tennessee,Hawkins County,56786,116.5925624
Tennessee,Haywood County,17304,32.4587556
Tennessee,Henderson County,28117,54.07023279
Tennessee,Henry County,32345,57.56973609
Tennessee,Hickman County,25178,41.10805165
Tennessee,Houston County,8201,40.94560315
Tennessee,Humphreys County,18582,35.01000299
Tennessee,Jackson County,11786,38.1871215
Tennessee,Jefferson County,54495,198.2675761
Tennessee,Johnson County,17788,59.60294545
Tennessee,Knox County,470313,925.4224936
Tennessee,Lake County,7016,42.3198638
Tennessee,Lauderdale County,25633,54.31098671
Tennessee,Lawrence County,44142,71.52802058
Tennessee,Lewis County,12268,43.48976421
Tennessee,Lincoln County,34366,60.25467532
Tennessee,Loudon County,54068,235.8448485
Tennessee,McMinn County,53794,125.0670416
Tennessee,McNairy County,25694,45.6504414
Tennessee,Macon County,24602,80.0993292
Tennessee,Madison County,97984,175.8799536
Tennessee,Marion County,28907,58.02681282
Tennessee,Marshall County,34375,91.55384993
Tennessee,Maury County,96387,157.2026759
Tennessee,Meigs County,12422,63.65681719
Tennessee,Monroe County,46545,73.22433092
Tennessee,Montgomery County,208993,387.622579
Tennessee,Moore County,6488,50.20795291
Tennessee,Morgan County,21403,40.9877905
Tennessee,Obion County,30069,55.18734169
Tennessee,Overton County,22241,51.30739974
Tennessee,Perry County,8076,19.47196983
Tennessee,Pickett County,5048,30.97335346
Tennessee,Polk County,16832,38.7267581
Tennessee,Putnam County,80245,200.0591666
Tennessee,Rhea County,33167,105.1661212
Tennessee,Roane County,53382,147.9835231
Tennessee,Robertson County,71813,150.7763053
Tennessee,Rutherford County,332285,536.4918538
Tennessee,Scott County,22068,41.45764334
Tennessee,Sequatchie County,15026,56.52038441
Tennessee,Sevier County,98250,165.8234199
Tennessee,Shelby County,937166,1227.316463
Tennessee,Smith County,20157,64.1342908
Tennessee,Stewart County,13715,29.85900113
Tennessee,Sullivan County,158348,383.0268681
Tennessee,Sumner County,191283,361.3393336
Tennessee,Tipton County,61599,134.3763831
Tennessee,Trousdale County,11284,98.68667517
Tennessee,Unicoi County,17883,96.06261932
Tennessee,Union County,19972,89.33413257
Tennessee,Van Buren County,5872,21.4764842
Tennessee,Warren County,41277,95.39988268
Tennessee,Washington County,129375,396.2920024
Tennessee,Wayne County,16673,22.71210704
Tennessee,Weakley County,33328,57.4271833
Tennessee,White County,27345,72.59511642
Tennessee,Williamson County,238412,409.221773
Tennessee,Wilson County,144657,253.3106261
Texas,Anderson County,57735,54.33355145
Texas,Andrews County,18705,12.46400589
Texas,Angelina County,86715,108.695408
Texas,Aransas County,23510,93.26241057
Texas,Archer County,8553,9.470560168
Texas,Armstrong County,1887,2.075658453
Texas,Atascosa County,51153,41.94446784
Texas,Austin County,30032,46.45380904
Texas,Bailey County,7000,8.464616952
Texas,Bandera County,23112,29.2189053
Texas,Bastrop County,88723,99.89389499
Texas,Baylor County,3509,4.045040312
Texas,Bee County,32565,36.99561686
Texas,Bell County,362924,345.3045917
Texas,Bexar County,2003554,1615.9284
Texas,Blanco County,11931,16.82200008
Texas,Borden County,654,0.728737255
Texas,Bosque County,18685,19.00854037
Texas,Bowie County,93245,105.3609214
Texas,Brazoria County,374264,275.6375568
Texas,Brazos County,229211,391.4671825
Texas,Brewster County,9203,1.488252562
Texas,Briscoe County,1546,1.717776388
Texas,Brooks County,7093,7.518912007
Texas,Brown County,37864,40.09158831
Texas,Burleson County,18443,27.98498995
Texas,Burnet County,48155,48.43276548
Texas,Caldwell County,43664,80.08388097
Texas,Calhoun County,21290,42.00544639
Texas,Callahan County,13943,15.50303619
Texas,Cameron County,423163,474.88684
Texas,Camp County,13094,66.86577597
Texas,Carson County,5926,6.439761725
Texas,Cass County,30026,32.04606873
Texas,Castro County,7530,8.418731529
Texas,Chambers County,43837,73.41074203
Texas,Cherokee County,52646,49.99743456
Texas,Childress County,7306,10.49102385
Texas,Clay County,10471,9.617662246
Texas,Cochran County,2853,3.680899484
Texas,Coke County,3387,3.715975438
Texas,Coleman County,8175,6.478091344
Texas,Collin County,1034730,1229.866392
Texas,Collingsworth County,2920,3.179302229
Texas,Colorado County,21493,22.38167205
Texas,Comal County,156209,279.1883284
Texas,Comanche County,13635,14.54006753
Texas,Concho County,2726,2.771014756
Texas,Cooke County,41257,47.1605177
Texas,Coryell County,75951,72.18267824
Texas,Cottle County,1398,1.552361329
Texas,Crane County,4797,6.110289669
Texas,Crockett County,3464,1.233915356
Texas,Crosby County,5737,6.373038495
Texas,Culberson County,2171,0.569493935
Texas,Dallam County,7287,4.847878118
Texas,Dallas County,2635516,3018.68844
Texas,Dawson County,12728,14.13741659
Texas,Deaf Smith County,18546,12.39025224
Texas,Delta County,5331,20.75730534
Texas,Denton County,887207,1009.872844
Texas,DeWitt County,20160,22.17879382
Texas,Dickens County,2211,2.451969414
Texas,Dimmit County,10124,7.618418799
Texas,Donley County,3278,3.536572476
Texas,Duval County,11157,6.220874547
Texas,Eastland County,18360,19.81671671
Texas,Ector County,166223,185.1599871
Texas,Edwards County,1932,0.912236972
Texas,Ellis County,184826,197.5356208
Texas,El Paso County,839238,828.3142792
Texas,Erath County,42698,39.42237131
Texas,Falls County,17297,22.5961475
Texas,Fannin County,35514,39.8660899
Texas,Fayette County,25346,26.67977072
Texas,Fisher County,3830,4.260568283
Texas,Floyd County,5712,5.757237255
Texas,Foard County,1155,1.639701368
Texas,Fort Bend County,811688,941.7754766
Texas,Franklin County,10725,37.71211117
Texas,Freestone County,19717,22.46361085
Texas,Frio County,20306,17.91441147
Texas,Gaines County,21492,14.3054526
Texas,Galveston County,342139,902.8720011
Texas,Garza County,6229,6.972133727
Texas,Gillespie County,26988,25.5033988
Texas,Glasscock County,1409,1.565177002
Texas,Goliad County,7658,8.988145563
Texas,Gonzales County,20837,19.53432687
Texas,Gray County,21886,23.63565163
Texas,Grayson County,136212,146.0215204
Texas,Gregg County,123945,453.3929214
Texas,Grimes County,28880,36.67439185
Texas,Guadalupe County,166847,234.5746066
Texas,Hale County,33406,33.25030841
Texas,Hall County,2964,3.35486917
Texas,Hamilton County,8461,10.12184945
Texas,Hansford County,5399,5.86969101
Texas,Hardeman County,3933,5.658063248
Texas,Hardin County,57602,64.67873877
Texas,Harris County,4713325,2764.643856
Texas,Harrison County,66553,73.953118
Texas,Hartley County,5576,3.814081325
Texas,Haskell County,5658,6.264857527
Texas,Hays County,230191,339.5211495
Texas,Hemphill County,3819,4.213901293
Texas,Henderson County,82737,94.69029112
Texas,Hidalgo County,868707,552.999787
Texas,Hill County,36649,38.22113468
Texas,Hockley County,23021,25.3425884
Texas,Hood County,61643,146.5412561
Texas,Hopkins County,37084,48.33731206
Texas,Houston County,22968,18.65792544
Texas,Howard County,36664,40.70198328
Texas,Hudspeth County,4886,1.069023743
Texas,Hunt County,98594,117.3292458
Texas,Hutchinson County,20938,23.59422927
Texas,Irion County,1536,1.460709391
Texas,Jack County,8935,9.811506584
Texas,Jackson County,14760,17.7950809
Texas,Jasper County,35529,37.85096467
Texas,Jeff Davis County,2274,1.004170468
Texas,Jefferson County,251565,287.0731902
Texas,Jim Hogg County,5200,4.576767344
Texas,Jim Wells County,40482,46.79084212
Texas,Johnson County,175817,242.57328
Texas,Jones County,20083,21.62822504
Texas,Karnes County,15601,20.86903219
Texas,Kaufman County,136154,174.4036661
Texas,Kendall County,47431,71.5989495
Texas,Kenedy County,404,0.277005861
Texas,Kent County,762,0.844314885
Texas,Kerr County,52600,47.6740178
Texas,Kimble County,4337,3.466868254
Texas,King County,272,0.298614793
Texas,Kinney County,3667,2.696214879
Texas,Kleberg County,30680,34.81196495
Texas,Knox County,3664,4.307420035
Texas,Lamar County,49859,54.95956333
Texas,Lamb County,12893,12.6876956
Texas,Lampasas County,21428,30.05998309
Texas,La Salle County,7520,5.058168645
Texas,Lavaca County,20154,20.78354991
Texas,Lee County,17239,27.40526845
Texas,Leon County,17404,16.21758128
Texas,Liberty County,88219,76.15332636
Texas,Limestone County,23437,25.8889935
Texas,Lipscomb County,3233,3.468225474
Texas,Live Oak County,12207,11.74094616
Texas,Llano County,21795,23.33381841
Texas,Loving County,169,0.252709564
Texas,Lubbock County,310569,346.7731771
Texas,Lynn County,5951,6.672519507
Texas,McCulloch County,7984,7.492482236
Texas,McLennan County,256623,247.4405646
Texas,McMullen County,743,0.651869289
Texas,Madison County,14284,30.64806757
Texas,Marion County,9854,25.87091993
Texas,Martin County,5771,6.307408371
Texas,Mason County,4274,4.60162112
Texas,Matagorda County,36643,33.52836213
Texas,Maverick County,58722,45.89546538
Texas,Medina County,51584,38.92078099
Texas,Menard County,2138,2.370218502
Texas,Midland County,176832,196.4245204
Texas,Milam County,24823,24.41141887
Texas,Mills County,4873,6.512432101
Texas,Mitchell County,8545,9.378880752
Texas,Montague County,19818,21.28894454
Texas,Montgomery County,607391,582.9538702
Texas,Moore County,20940,23.274659
Texas,Morris County,12388,49.1616881
Texas,Motley County,1200,1.212652897
Texas,Nacogdoches County,65204,68.88677322
Texas,Navarro County,50113,49.63490531
Texas,Newton County,13595,14.56070804
Texas,Nolan County,14714,16.13382191
Texas,Nueces County,362294,432.1697044
Texas,Ochiltree County,9836,10.71827946
Texas,Oldham County,2112,1.407508313
Texas,Orange County,83396,249.8524882
Texas,Palo Pinto County,29189,30.65269334
Texas,Panola County,23194,28.58673355
Texas,Parker County,142878,158.1423001
Texas,Parmer County,9605,10.90461677
Texas,Pecos County,15823,3.321483783
Texas,Polk County,51353,48.5816706
Texas,Potter County,117415,129.2543615
Texas,Presidio County,6704,1.738926355
Texas,Rains County,12514,54.53839766
Texas,Randall County,137713,151.0155103
Texas,Reagan County,3849,3.274869559
Texas,Real County,3452,4.937361859
Texas,Red River County,12023,11.51764963
Texas,Reeves County,15976,6.0621845
Texas,Refugio County,6948,9.017702724
Texas,Roberts County,854,0.924184677
Texas,Robertson County,17074,19.95362485
Texas,Rockwall County,104915,825.4085671
Texas,Runnels County,10264,9.766451602
Texas,Rusk County,54406,58.87860117
Texas,Sabine County,10542,21.45266
Texas,San Augustine County,8237,15.5222686
Texas,San Jacinto County,28859,50.6971635
Texas,San Patricio County,66730,96.23094153
Texas,San Saba County,6055,5.333343212
Texas,Schleicher County,2793,2.131017324
Texas,Scurry County,16703,18.4472922
Texas,Shackelford County,3265,3.571093407
Texas,Shelby County,25274,31.76765578
Texas,Sherman County,3022,3.273979814
Texas,Smith County,232751,252.5754753
Texas,Somervell County,9128,48.95338647
Texas,Starr County,64633,52.84017599
Texas,Stephens County,9366,10.4447382
Texas,Sterling County,1291,1.398019261
Texas,Stonewall County,1350,1.473296298
Texas,Sutton County,3776,2.597089656
Texas,Swisher County,7397,8.30974572
Texas,Tarrant County,2102515,2434.452408
Texas,Taylor County,138034,150.765959
Texas,Terrell County,776,0.329090096
Texas,Terry County,12337,13.87989869
Texas,Throckmorton County,1501,1.644837278
Texas,Titus County,32750,80.65363617
Texas,Tom Green County,119200,78.31848021
Texas,Travis County,1273954,1284.496343
Texas,Trinity County,14651,21.12224569
Texas,Tyler County,21672,23.44198755
Texas,Upshur County,41753,71.62562926
Texas,Upton County,3657,2.946051286
Texas,Uvalde County,26741,17.23063308
Texas,Val Verde County,49025,15.58947661
Texas,Van Zandt County,56590,67.16388246
Texas,Victoria County,92084,104.3910384
Texas,Walker County,72971,93.0531228
Texas,Waller County,55246,107.621421
Texas,Ward County,11998,14.35849755
Texas,Washington County,35882,59.41119929
Texas,Webb County,276652,82.30071152
Texas,Wharton County,41556,38.25988995
Texas,Wheeler County,5056,5.528565232
Texas,Wichita County,132230,210.6310155
Texas,Wilbarger County,12769,13.15215042
Texas,Willacy County,21358,36.16405098
Texas,Williamson County,590551,528.0635944
Texas,Wilson County,51070,63.54087913
Texas,Winkler County,8010,9.523056511
Texas,Wise County,69984,77.38240372
Texas,Wood County,45539,70.57724113
Texas,Yoakum County,8713,10.89513001
Texas,Young County,18010,19.69448817
Texas,Zapata County,14179,14.20154591
Texas,Zavala County,11840,9.125896012
Utah,Beaver County,6710,2.597854422
Utah,Box Elder County,56046,9.754627889
Utah,Cache County,128289,110.1434242
Utah,Carbon County,20463,13.83398234
Utah,Daggett County,950,1.363173792
Utah,Davis County,355481,1188.859726
Utah,Duchesne County,19938,6.162559564
Utah,Emery County,10012,2.243697758
Utah,Garfield County,5051,0.976010637
Utah,Grand County,9754,2.655703293
Utah,Iron County,54839,16.63634288
Utah,Juab County,12017,3.54308313
Utah,Kane County,7886,1.976467798
Utah,Millard County,13188,1.996672808
Utah,Morgan County,12124,19.90253601
Utah,Piute County,1479,1.950059928
Utah,Rich County,2483,2.413381593
Utah,Salt Lake County,1160437,1563.820877
Utah,San Juan County,15308,1.957542614
Utah,Sanpete County,30939,19.45933861
Utah,Sevier County,21620,11.31680286
Utah,Summit County,42145,22.53043493
Utah,Tooele County,72259,10.40902339
Utah,Uintah County,35734,7.972124142
Utah,Utah County,636235,317.5476769
Utah,Wasatch County,34091,28.96414273
Utah,Washington County,177556,73.16030147
Utah,Wayne County,2711,1.101550432
Utah,Weber County,260213,451.5506295
Vermont,Addison County,36777,47.99119877
Vermont,Bennington County,35470,52.54803597
Vermont,Caledonia County,29993,46.2128133
Vermont,Chittenden County,163774,305.2172534
Vermont,Essex County,6163,9.287166868
Vermont,Franklin County,49402,77.94100684
Vermont,Grand Isle County,7235,88.43882661
Vermont,Lamoille County,25362,55.27029939
Vermont,Orange County,28892,42.05371523
Vermont,Orleans County,27037,38.98153538
Vermont,Rutland County,58191,62.58334323
Vermont,Washington County,58409,85.01560301
Vermont,Windham County,42222,53.75160231
Vermont,Windsor County,55062,56.78969283
Virginia,Accomack County,32316,71.92398935
Virginia,Albemarle County,109330,151.6782212
Virginia,Alleghany County,14860,33.35837563
Virginia,Amelia County,13145,37.00011954
