STATE,COUNTY,TOTAL_POP,POP_DENSITY
Indiana,Wabash County,30996,75.15334277
Indiana,Warren County,8265,22.66361542
Indiana,Warrick County,62998,163.710084
Indiana,Washington County,28036,54.57390916
Indiana,Wayne County,65884,163.9954769
Indiana,Wells County,28296,76.87310142
Indiana,White County,24102,47.71484311
Indiana,Whitley County,33964,101.2130702
Iowa,Adair County,7152,12.56344372
Iowa,Adams County,3602,8.50654705
Iowa,Allamakee County,13687,21.41666394
Iowa,Appanoose County,12426,24.98727779
Iowa,Audubon County,5496,12.40740332
Iowa,Benton County,25645,35.80379613
Iowa,Black Hawk County,131228,231.9408253
Iowa,Boone County,26234,45.89801068
Iowa,Bremer County,25062,57.55041701
Iowa,Buchanan County,21175,37.08276846
Iowa,Buena Vista County,19620,34.12756107
Iowa,Butler County,14439,24.88914395
Iowa,Calhoun County,9668,16.96598361
Iowa,Carroll County,20165,35.41216798
Iowa,Cass County,12836,22.7480022
Iowa,Cedar County,18627,32.14680944
Iowa,Cerro Gordo County,42450,74.69689193
Iowa,Cherokee County,11235,19.47456567
Iowa,Chickasaw County,11933,23.65873826
Iowa,Clarke County,9395,21.78972492
Iowa,Clay County,16016,28.23506465
Iowa,Clayton County,17549,22.54209025
Iowa,Clinton County,46429,66.81213936
Iowa,Crawford County,16820,23.55116408
Iowa,Dallas County,93453,158.8250058
Iowa,Davis County,9000,17.92156193
Iowa,Decatur County,7870,14.79652236
Iowa,Delaware County,17011,29.44321405
Iowa,Des Moines County,38967,93.64635754
Iowa,Dickinson County,17258,45.34350467
Iowa,Dubuque County,97311,159.9722165
Iowa,Emmet County,9208,23.25948195
Iowa,Fayette County,19650,26.88723734
Iowa,Floyd County,15642,31.24450194
Iowa,Franklin County,10070,17.30323076
Iowa,Fremont County,6960,13.61702695
Iowa,Greene County,8888,15.60470578
Iowa,Grundy County,12232,24.37358609
Iowa,Guthrie County,10689,18.09792953
Iowa,Hamilton County,14773,25.61420247
Iowa,Hancock County,10630,18.61631246
Iowa,Hardin County,16846,29.59016857
Iowa,Harrison County,14049,20.16100008
Iowa,Henry County,19954,45.94255209
Iowa,Howard County,9158,19.35138078
Iowa,Humboldt County,9558,22.00459892
Iowa,Ida County,6860,15.8977451
Iowa,Iowa County,16184,27.59623672
Iowa,Jackson County,19439,30.56260775
Iowa,Jasper County,37185,50.90921182
Iowa,Jefferson County,18295,42.0076904
Iowa,Johnson County,151140,246.1428238
Iowa,Jones County,20681,35.92814287
Iowa,Keokuk County,10246,17.69055154
Iowa,Kossuth County,14813,15.22825823
Iowa,Lee County,33657,65.03484258
Iowa,Linn County,226706,316.2315914
Iowa,Louisa County,11035,27.4658678
Iowa,Lucas County,8600,19.97197412
Iowa,Lyon County,11755,20.00339519
Iowa,Madison County,16338,29.12267526
Iowa,Mahaska County,22095,38.70457
Iowa,Marion County,33253,59.97035074
Iowa,Marshall County,39369,68.76644399
Iowa,Mills County,15109,34.54002166
Iowa,Mitchell County,10586,22.56502583
Iowa,Monona County,8615,12.41225886
Iowa,Monroe County,7707,17.76972435
Iowa,Montgomery County,9917,23.38381026
Iowa,Muscatine County,42664,97.52998446
Iowa,O'Brien County,13753,24.00027289
Iowa,Osceola County,5958,14.94406378
Iowa,Page County,15107,28.24035949
Iowa,Palo Alto County,8886,15.75921994
Iowa,Plymouth County,25177,29.17961453
Iowa,Pocahontas County,6619,11.46661539
Iowa,Polk County,490161,854.4084391
Iowa,Pottawattamie County,93206,98.05359388
Iowa,Poweshiek County,18504,31.6352266
Iowa,Ringgold County,4894,9.139109242
Iowa,Sac County,9721,16.90543899
Iowa,Scott County,172943,377.5313013
Iowa,Shelby County,11454,19.38796022
Iowa,Sioux County,34855,45.39207261
Iowa,Story County,97117,169.5832556
Iowa,Tama County,16854,23.37549383
Iowa,Taylor County,6121,11.50776667
Iowa,Union County,12241,28.89446746
Iowa,Van Buren County,7044,14.5300363
Iowa,Wapello County,34969,80.97675832
Iowa,Warren County,51466,90.31818055
Iowa,Washington County,21965,38.61278198
Iowa,Wayne County,6441,12.25778309
Iowa,Webster County,35904,50.17197388
Iowa,Winnebago County,10354,25.8533882
Iowa,Winneshiek County,19991,28.97859229
Iowa,Woodbury County,103107,118.1205584
Iowa,Worth County,7381,18.44680698
Iowa,Wright County,12562,21.64286039
Kansas,Allen County,12369,24.72301498
Kansas,Anderson County,7858,13.55654083
Kansas,Atchison County,16073,37.27748005
Kansas,Barber County,4427,3.903607455
Kansas,Barton County,25779,28.79046466
Kansas,Bourbon County,14534,22.87123055
Kansas,Brown County,9564,16.75330538
Kansas,Butler County,66911,46.79526587
Kansas,Chase County,2648,3.425361271
Kansas,Chautauqua County,3250,5.087020176
Kansas,Cherokee County,19939,33.93480694
Kansas,Cheyenne County,2657,2.605183835
Kansas,Clark County,1994,2.045899552
Kansas,Clay County,8002,12.40036715
Kansas,Cloud County,8786,12.28224085
Kansas,Coffey County,8179,13.04699994
Kansas,Comanche County,1700,2.156546164
Kansas,Cowley County,34908,31.00889481
Kansas,Crawford County,38818,65.82033434
Kansas,Decatur County,2827,3.163900377
Kansas,Dickinson County,18466,21.79993775
Kansas,Doniphan County,7600,19.318501
Kansas,Douglas County,122259,268.1869254
Kansas,Edwards County,2798,4.499155533
Kansas,Elk County,2530,3.926959295
Kansas,Ellis County,28553,31.72864455
Kansas,Ellsworth County,6102,8.524187983
Kansas,Finney County,36467,28.00926107
Kansas,Ford County,33619,30.61084698
Kansas,Franklin County,25544,44.67588733
Kansas,Geary County,31670,82.34088788
Kansas,Gove County,2636,2.45972419
Kansas,Graham County,2482,2.762299486
Kansas,Grant County,7150,12.43911106
Kansas,Gray County,5988,6.891730458
Kansas,Greeley County,1232,1.582724922
Kansas,Greenwood County,5982,5.232222999
Kansas,Hamilton County,2539,2.547882862
Kansas,Harper County,5436,6.78424161
Kansas,Harvey County,34429,63.78624603
Kansas,Haskell County,3968,6.870743105
Kansas,Hodgeman County,1794,2.08606573
Kansas,Jackson County,13171,20.07103115
Kansas,Jefferson County,19043,35.75650472
Kansas,Jewell County,2879,3.164498624
Kansas,Johnson County,602401,1272.34596
Kansas,Kearny County,3838,4.408741093
Kansas,Kingman County,7152,8.283886165
Kansas,Kiowa County,2475,3.424943996
Kansas,Labette County,19618,30.40161445
Kansas,Lane County,1535,2.139629463
Kansas,Leavenworth County,81758,176.5301974
Kansas,Lincoln County,2962,4.117343614
Kansas,Linn County,9703,16.33325423
Kansas,Logan County,2794,2.603927945
Kansas,Lyon County,33195,39.16915238
Kansas,McPherson County,28542,31.77424617
Kansas,Marion County,11884,12.58510913
Kansas,Marshall County,9707,10.78342397
Kansas,Meade County,4033,4.123352969
Kansas,Miami County,34237,59.47416088
Kansas,Mitchell County,5979,8.519618023
Kansas,Montgomery County,31829,49.46019755
Kansas,Morris County,5620,8.083093336
Kansas,Morton County,2587,3.545144382
Kansas,Nemaha County,10231,14.26070672
Kansas,Neosho County,16007,28.01010449
Kansas,Ness County,2750,2.558763683
Kansas,Norton County,5361,6.105618515
Kansas,Osage County,15949,22.60608416
Kansas,Osborne County,3421,3.833034807
Kansas,Ottawa County,5704,7.914166592
Kansas,Pawnee County,6414,8.503667064
Kansas,Phillips County,5234,5.908302341
Kansas,Pottawatomie County,24383,28.99217852
Kansas,Pratt County,9164,12.46738761
Kansas,Rawlins County,2530,2.365776249
Kansas,Reno County,61998,49.38716278
Kansas,Republic County,4636,6.462482399
Kansas,Rice County,9537,13.13215534
Kansas,Riley County,74232,121.7354746
Kansas,Rooks County,4920,5.524752771
Kansas,Rush County,3036,4.229808473
Kansas,Russell County,6856,7.735878352
Kansas,Saline County,54224,75.2872888
Kansas,Scott County,4823,6.721153882
Kansas,Sedgwick County,516042,517.3281466
Kansas,Seward County,21428,33.5161566
Kansas,Shawnee County,176875,325.1452915
Kansas,Sheridan County,2521,2.81375059
Kansas,Sherman County,5917,5.602879682
Kansas,Smith County,3583,4.001276122
Kansas,Stafford County,4156,5.247169669
Kansas,Stanton County,2006,2.948472054
Kansas,Stevens County,5485,7.541968894
Kansas,Sumner County,22836,19.32595035
Kansas,Thomas County,7777,7.236528931
Kansas,Trego County,2803,3.151294289
Kansas,Wabaunsee County,6931,8.725932203
Kansas,Wallace County,1518,1.661463692
Kansas,Washington County,5406,6.04183907
Kansas,Wichita County,2119,2.948927426
Kansas,Wilson County,8525,14.9451616
Kansas,Woodson County,3138,6.303485246
Kansas,Wyandotte County,165429,1091.204934
Kentucky,Adair County,19202,47.37923927
Kentucky,Allen County,21315,61.90144638
Kentucky,Anderson County,22747,112.7019444
Kentucky,Ballard County,7888,31.97936773
Kentucky,Barren County,44249,90.75898198
Kentucky,Bath County,12500,44.83544705
Kentucky,Bell County,26032,72.51245013
Kentucky,Boone County,133581,542.5358251
Kentucky,Bourbon County,19788,68.30045752
Kentucky,Boyd County,46718,292.2301869
Kentucky,Boyle County,30060,166.6164466
Kentucky,Bracken County,8303,40.38180559
Kentucky,Breathitt County,12630,25.64915317
Kentucky,Breckinridge County,20477,36.10170296
Kentucky,Bullitt County,81676,274.9806933
Kentucky,Butler County,12879,30.22615748
Kentucky,Caldwell County,12747,36.97013078
Kentucky,Calloway County,39001,101.2951461
Kentucky,Campbell County,93584,618.4551674
Kentucky,Carlisle County,4760,25.12743704
Kentucky,Carroll County,10631,82.68668838
Kentucky,Carter County,26797,65.43895021
Kentucky,Casey County,16159,36.37505999
Kentucky,Christian County,70461,98.20264995
Kentucky,Clark County,36263,143.6362845
Kentucky,Clay County,19901,42.41049095
Kentucky,Clinton County,10218,51.80338046
Kentucky,Crittenden County,8806,24.46426587
Kentucky,Cumberland County,6614,21.67233572
Kentucky,Daviess County,101511,221.4625518
Kentucky,Edmonson County,12150,40.11424482
Kentucky,Elliott County,7517,32.0805822
Kentucky,Estill County,14106,55.73778353
Kentucky,Fayette County,323152,1139.275178
Kentucky,Fleming County,14581,41.83418905
Kentucky,Floyd County,35589,90.47745392
Kentucky,Franklin County,50991,245.4426639
Kentucky,Fulton County,5969,28.98546257
Kentucky,Gallatin County,8869,90.1870815
Kentucky,Garrard County,17666,76.78271534
Kentucky,Grant County,25069,97.17982153
Kentucky,Graves County,37266,67.54145176
Kentucky,Grayson County,26427,52.9989961
Kentucky,Green County,10941,38.25002221
Kentucky,Greenup County,35098,101.895284
Kentucky,Hancock County,8722,46.47926806
Kentucky,Hardin County,110958,178.0174923
Kentucky,Harlan County,26010,55.8361283
Kentucky,Harrison County,18886,61.64553984
Kentucky,Hart County,19035,46.14785932
Kentucky,Henderson County,45210,103.5781307
Kentucky,Henry County,16126,56.33030362
Kentucky,Hickman County,4380,18.07866906
Kentucky,Hopkins County,44686,82.44709677
Kentucky,Jackson County,13329,38.61274971
Kentucky,Jefferson County,766757,2015.258518
Kentucky,Jessamine County,54115,314.3996691
Kentucky,Johnson County,22188,84.70059855
Kentucky,Kenton County,166998,1042.09648
Kentucky,Knott County,14806,42.12017041
Kentucky,Knox County,31145,80.62415155
Kentucky,Larue County,14398,55.05243123
Kentucky,Laurel County,60813,140.1356839
Kentucky,Lawrence County,15317,36.85559046
Kentucky,Lee County,7403,35.44526613
Kentucky,Leslie County,9877,24.64049419
Kentucky,Letcher County,21553,63.78250969
Kentucky,Lewis County,13275,27.49378522
Kentucky,Lincoln County,24549,73.77995266
Kentucky,Livingston County,9194,29.36174401
Kentucky,Logan County,27102,49.08610899
Kentucky,Lyon County,8210,38.39306902
Kentucky,McCracken County,65418,262.9904367
Kentucky,McCreary County,17231,40.37217995
Kentucky,McLean County,9207,36.46702697
Kentucky,Madison County,92987,212.6385116
Kentucky,Magoffin County,12161,39.42691218
Kentucky,Marion County,19273,56.1879384
Kentucky,Marshall County,31100,103.230956
Kentucky,Martin County,11195,48.75537336
Kentucky,Mason County,17070,71.08716878
Kentucky,Meade County,28572,93.54865783
Kentucky,Menifee County,6489,31.873659
Kentucky,Mercer County,21933,88.14366919
Kentucky,Metcalfe County,10071,34.77008715
Kentucky,Monroe County,10650,32.33411596
Kentucky,Montgomery County,28157,142.6633613
Kentucky,Morgan County,13309,34.92009194
Kentucky,Muhlenberg County,30622,65.56034401
Kentucky,Nelson County,46233,110.7341876
Kentucky,Nicholas County,7269,37.24463687
Kentucky,Ohio County,23994,40.85655821
Kentucky,Oldham County,66799,356.7689302
Kentucky,Owen County,10901,31.04742402
Kentucky,Owsley County,4415,22.36490981
Kentucky,Pendleton County,14590,52.64120289
Kentucky,Perry County,25758,75.83165834
Kentucky,Pike County,57876,73.55687747
Kentucky,Powell County,12359,69.05247873
Kentucky,Pulaski County,64979,98.69075048
Kentucky,Robertson County,2108,21.09830959
Kentucky,Rockcastle County,16695,52.741253
Kentucky,Rowan County,24460,87.41383712
Kentucky,Russell County,17923,70.65830911
Kentucky,Scott County,57004,202.3066231
Kentucky,Shelby County,49024,129.1336618
Kentucky,Simpson County,18572,79.29858011
Kentucky,Spencer County,19351,103.6597655
Kentucky,Taylor County,25769,96.7533936
Kentucky,Todd County,12294,32.82805567
Kentucky,Trigg County,14651,33.18959193
Kentucky,Trimble County,8471,55.85966228
Kentucky,Union County,14381,41.94558459
Kentucky,Warren County,132896,245.3755686
Kentucky,Washington County,12095,40.68663562
Kentucky,Wayne County,20333,44.37748879
Kentucky,Webster County,12942,38.98854738
Kentucky,Whitley County,36264,82.82653072
Kentucky,Wolfe County,7157,32.2139748
Kentucky,Woodford County,26734,141.5780034
Louisiana,Acadia Parish,62045,94.70645468
Louisiana,Allen Parish,25627,33.63953547
Louisiana,Ascension Parish,126604,436.6045154
Louisiana,Assumption Parish,21891,64.6394577
Louisiana,Avoyelles Parish,40144,48.22794165
Louisiana,Beauregard Parish,37497,32.39923593
Louisiana,Bienville Parish,13241,16.32110738
Louisiana,Bossier Parish,127039,151.1957929
Louisiana,Caddo Parish,240204,273.4190241
Louisiana,Calcasieu Parish,203436,191.1443849
Louisiana,Caldwell Parish,9918,18.73353941
Louisiana,Cameron Parish,6973,5.426944596
Louisiana,Catahoula Parish,9494,13.40908235
Louisiana,Claiborne Parish,15670,20.75831665
Louisiana,Concordia Parish,19259,27.63203247
Louisiana,De Soto Parish,27463,31.33596895
Louisiana,East Baton Rouge Parish,440059,966.4233285
Louisiana,East Carroll Parish,6861,16.30836514
Louisiana,East Feliciana Parish,19135,42.20311231
Louisiana,Evangeline Parish,33395,50.41680178
Louisiana,Franklin Parish,20015,32.04527729
Louisiana,Grant Parish,22389,34.81818417
Louisiana,Iberia Parish,69830,121.6314933
Louisiana,Iberville Parish,32511,52.55324427
Louisiana,Jackson Parish,15744,27.66034759
Louisiana,Jefferson Parish,432493,1462.946079
Louisiana,Jefferson Davis Parish,31368,48.15739313
Louisiana,Lafayette Parish,244390,909.3764758
Louisiana,Lafourche Parish,97614,91.37092568
Louisiana,LaSalle Parish,14892,23.83924165
Louisiana,Lincoln Parish,46742,99.08381987
Louisiana,Livingston Parish,140789,217.2102304
Louisiana,Madison Parish,10951,17.53741784
Louisiana,Morehouse Parish,24874,31.29063763
Louisiana,Natchitoches Parish,38158,30.47128251
Louisiana,Orleans Parish,390144,2302.801758
Louisiana,Ouachita Parish,153279,251.1100956
Louisiana,Plaquemines Parish,23197,29.72700986
Louisiana,Pointe Coupee Parish,21730,38.98833681
Louisiana,Rapides Parish,129648,98.36641138
Louisiana,Red River Parish,8442,21.69676298
Louisiana,Richland Parish,20122,35.97818768
Louisiana,Sabine Parish,23884,27.55870266
Louisiana,St. Bernard Parish,47244,125.1467789
Louisiana,St. Charles Parish,53100,191.1985618
Louisiana,St. Helena Parish,10132,24.80850689
Louisiana,St. James Parish,21096,87.34006162
Louisiana,St. John the Baptist Parish,42837,199.8868654
Louisiana,St. Landry Parish,82124,88.88786569
Louisiana,St. Martin Parish,53431,72.43291637
Louisiana,St. Mary Parish,49348,88.8286595
Louisiana,St. Tammany Parish,260419,307.9396793
Louisiana,Tangipahoa Parish,134758,170.2969653
Louisiana,Tensas Parish,4334,7.189966428
Louisiana,Terrebonne Parish,110461,89.6770492
Louisiana,Union Parish,22108,25.20932769
Louisiana,Vermilion Parish,59511,50.72493491
Louisiana,Vernon Parish,47429,35.71697714
Louisiana,Washington Parish,46194,68.99478514
Louisiana,Webster Parish,38340,64.63663432
Louisiana,West Baton Rouge Parish,26465,137.5574408
Louisiana,West Carroll Parish,10830,30.11295042
Louisiana,West Feliciana Parish,15568,38.60892677
Louisiana,Winn Parish,13904,14.63446085
Maine,Androscoggin County,108277,231.3948941
Maine,Aroostook County,67055,10.05158356
Maine,Cumberland County,295003,353.0111932
Maine,Franklin County,30199,17.79559965
Maine,Hancock County,54987,34.64861244
Maine,Kennebec County,122302,140.9826605
Maine,Knox County,39772,108.9242459
Maine,Lincoln County,34634,75.97802194
Maine,Oxford County,57975,27.91460203
Maine,Penobscot County,152148,44.78649783
Maine,Piscataquis County,16785,4.237673261
Maine,Sagadahoc County,35856,141.176831
Maine,Somerset County,50484,12.86420406
Maine,Waldo County,39715,54.40949413
Maine,Washington County,31379,12.24457347
Maine,York County,207641,209.5732787
Maryland,Allegany County,70416,166.0124775
Maryland,Anne Arundel County,579234,1396.123777
Maryland,Baltimore County,827370,1382.724573
Maryland,Calvert County,92525,433.9877861
Maryland,Caroline County,33406,104.5761944
Maryland,Carroll County,168447,376.3334905
Maryland,Cecil County,102855,297.0311485
Maryland,Charles County,163257,356.6239659
Maryland,Dorchester County,31929,59.04551588
Maryland,Frederick County,259547,392.9858178
Maryland,Garrett County,29014,44.83549129
Maryland,Harford County,255441,584.3965631
Maryland,Howard County,325690,1297.857737
Maryland,Kent County,19422,70.10730341
Maryland,Montgomery County,1050688,2131.17814
Maryland,Prince George's County,909327,1883.727813
Maryland,Queen Anne's County,50381,135.549573
Maryland,St. Mary's County,113510,317.5981167
Maryland,Somerset County,25616,80.11816852
Maryland,Talbot County,37181,138.4553252
Maryland,Washington County,151049,329.9696498
Maryland,Wicomico County,103609,276.7205749
Maryland,Worcester County,52276,111.634708
Maryland,Baltimore city,593490,7332.121245
Massachusetts,Barnstable County,212990,540.3006904
Massachusetts,Berkshire County,124944,134.7966465
Massachusetts,Bristol County,565217,1021.935858
Massachusetts,Dukes County,17332,167.8395042
Massachusetts,Essex County,789034,1602.362611
Massachusetts,Franklin County,70180,100.3700223
Massachusetts,Hampden County,466372,755.8164927
Massachusetts,Hampshire County,160830,305.0485861
Massachusetts,Middlesex County,1611699,1970.992909
Massachusetts,Nantucket County,11399,247.1980252
Massachusetts,Norfolk County,706775,1784.366663
Massachusetts,Plymouth County,521202,791.1247476
Massachusetts,Suffolk County,803907,13801.13543
Massachusetts,Worcester County,830622,549.848966
Michigan,Alcona County,10405,15.42452276
Michigan,Alger County,9108,9.95326934
Michigan,Allegan County,118081,143.0876727
Michigan,Alpena County,28405,49.67075304
Michigan,Antrim County,23324,49.03063092
Michigan,Arenac County,14883,40.97842487
Michigan,Baraga County,8209,9.138687417
Michigan,Barry County,61550,111.2829826
Michigan,Bay County,103126,233.1572684
Michigan,Benzie County,17766,55.57017223
Michigan,Berrien County,153401,270.1908605
Michigan,Branch County,43517,85.937709
Michigan,Calhoun County,134159,189.9522891
Michigan,Cass County,51787,105.6660645
Michigan,Charlevoix County,26143,62.79189697
Michigan,Cheboygan County,25276,35.3379422
Michigan,Chippewa County,37349,23.96578356
Michigan,Clare County,30950,54.84327975
Michigan,Clinton County,79595,140.5257442
Michigan,Crawford County,14029,25.21921954
Michigan,Delta County,35784,30.5560477
Michigan,Dickinson County,25239,33.14811529
Michigan,Eaton County,110268,191.7111577
Michigan,Emmet County,33415,71.47196013
Michigan,Genesee County,405813,637.1049316
Michigan,Gladwin County,25449,50.71700337
Michigan,Gogebic County,13975,12.68305889
Michigan,Grand Traverse County,93088,200.4724158
Michigan,Gratiot County,40711,71.61603762
Michigan,Hillsdale County,45605,76.24350324
Michigan,Houghton County,35684,35.36278432
Michigan,Huron County,30981,37.05508115
Michigan,Ingham County,292406,525.7957757
Michigan,Ionia County,64697,113.2443278
Michigan,Iosco County,25127,45.75896363
Michigan,Iron County,11066,9.489458566
Michigan,Isabella County,69872,122.0094484
Michigan,Jackson County,158510,225.9049783
Michigan,Kalamazoo County,265066,471.482988
Michigan,Kalkaska County,18038,32.21811111
Michigan,Kent County,656955,775.0133409
Michigan,Keweenaw County,2116,3.917706925
Michigan,Lake County,11853,20.88578814
Michigan,Lapeer County,87607,135.995169
Michigan,Leelanau County,21761,62.67823837
Michigan,Lenawee County,98451,131.3451012
Michigan,Livingston County,191995,339.7320463
Michigan,Luce County,6229,6.928193949
Michigan,Mackinac County,10799,10.56715822
Michigan,Macomb County,873972,1824.138113
Michigan,Manistee County,24558,45.29608719
Michigan,Marquette County,66699,36.88107244
Michigan,Mason County,29144,58.86788059
Michigan,Mecosta County,43453,78.28370011
Michigan,Menominee County,22780,21.8192536
Michigan,Midland County,83156,161.074767
Michigan,Missaukee County,15118,26.77041981
Michigan,Monroe County,150500,273.9230036
Michigan,Montcalm County,63888,90.57040084
Michigan,Montmorency County,9328,17.06351729
Michigan,Muskegon County,173566,347.1156962
Michigan,Newaygo County,48980,60.04925086
Michigan,Oakland County,1257584,1449.737135
Michigan,Oceana County,26467,51.67941778
Michigan,Ogemaw County,20997,37.26225311
Michigan,Ontonagon County,5720,4.36201337
Michigan,Osceola County,23460,41.41736316
Michigan,Oscoda County,8241,14.56679714
Michigan,Otsego County,24668,47.89967581
Michigan,Ottawa County,291830,517.8158103
Michigan,Presque Isle County,12592,19.11596335
Michigan,Roscommon County,24019,46.22267646
Michigan,Saginaw County,190539,238.0369024
Michigan,St. Clair County,159128,220.647883
Michigan,St. Joseph County,60964,121.7813423
Michigan,Sanilac County,41170,42.77089625
Michigan,Schoolcraft County,8094,6.909888856
Michigan,Shiawassee County,68122,128.3434679
Michigan,Tuscola County,52245,65.03233192
Michigan,Van Buren County,75677,124.5132314
Michigan,Washtenaw County,367601,520.7106757
Michigan,Wayne County,1749343,2858.332616
Michigan,Wexford County,33631,59.52366439
Minnesota,Aitkin County,15886,8.720259788
Minnesota,Anoka County,356921,843.8359493
Minnesota,Becker County,34423,26.17469524
Minnesota,Beltrami County,47188,18.83982616
Minnesota,Benton County,40889,100.1453315
Minnesota,Big Stone County,4991,10.00143307
Minnesota,Blue Earth County,67653,90.46612893
Minnesota,Brown County,25008,40.92505233
Minnesota,Carlton County,35871,41.64630621
Minnesota,Carver County,105089,296.7021514
Minnesota,Cass County,29779,14.73136786
Minnesota,Chippewa County,11800,20.30601316
Minnesota,Chisago County,56579,136.3646913
Minnesota,Clay County,64222,61.43895198
Minnesota,Clearwater County,8818,8.826789267
Minnesota,Cook County,5463,3.761437677
Minnesota,Cottonwood County,11196,17.49528764
Minnesota,Crow Wing County,65055,65.16075882
Minnesota,Dakota County,429021,762.7874665
Minnesota,Dodge County,20934,47.65546778
Minnesota,Douglas County,38141,59.87158412
Minnesota,Faribault County,13653,19.16277057
Minnesota,Fillmore County,21067,24.45979295
Minnesota,Freeborn County,30281,42.8249931
Minnesota,Goodhue County,46340,61.2274921
Minnesota,Grant County,5972,10.90185676
Minnesota,Hennepin County,1265843,2286.397588
Minnesota,Houston County,18600,33.69303219
Minnesota,Hubbard County,21491,23.21091294
Minnesota,Isanti County,40596,93.16488432
Minnesota,Itasca County,45130,16.92001986
Minnesota,Jackson County,9846,14.00624193
Minnesota,Kanabec County,16337,31.32156002
Minnesota,Kandiyohi County,43199,54.18211655
Minnesota,Kittson County,4298,3.911517826
Minnesota,Koochiching County,12229,3.939511838
Minnesota,Lac qui Parle County,6623,8.657281707
Minnesota,Lake County,10641,5.044850715
Minnesota,Lake of the Woods County,3740,2.881649108
Minnesota,Le Sueur County,28887,64.36874646
Minnesota,Lincoln County,5639,10.50581
Minnesota,Lyon County,25474,35.64970313
Minnesota,McLeod County,35893,73.03021597
Minnesota,Mahnomen County,5527,9.907257693
Minnesota,Marshall County,9336,5.259540134
Minnesota,Martin County,19683,27.6315362
Minnesota,Meeker County,23222,38.18447224
Minnesota,Mille Lacs County,26277,45.91171894
Minnesota,Morrison County,33386,29.67429954
Minnesota,Mower County,40062,56.31997101
Minnesota,Murray County,8194,11.6276478
Minnesota,Nicollet County,34274,76.39870014
Minnesota,Nobles County,21629,30.2459044
Minnesota,Norman County,6375,7.304172978
Minnesota,Olmsted County,158293,242.1503862
Minnesota,Otter Tail County,58746,29.78947316
Minnesota,Pennington County,14119,22.89898051
Minnesota,Pine County,29579,20.95884211
Minnesota,Pipestone County,9126,19.62346515
Minnesota,Polk County,31364,15.91210763
Minnesota,Pope County,11249,16.80075745
Minnesota,Ramsey County,550321,3616.78234
Minnesota,Red Lake County,4055,9.377735789
Minnesota,Redwood County,15170,17.26658258
Minnesota,Renville County,14548,14.8008344
Minnesota,Rice County,66972,135.0666854
Minnesota,Rock County,9315,19.30737477
Minnesota,Roseau County,15165,9.072069562
Minnesota,St. Louis County,199070,31.86366483
Minnesota,Scott County,149013,418.2711313
Minnesota,Sherburne County,97238,224.6120107
Minnesota,Sibley County,14865,25.24704969
Minnesota,Stearns County,161075,119.9520804
Minnesota,Steele County,36649,85.30063145
Minnesota,Stevens County,9805,17.39672751
Minnesota,Swift County,9266,12.48722154
Minnesota,Todd County,24664,26.10003987
Minnesota,Traverse County,3259,5.678969105
Minnesota,Wabasha County,21627,41.35805732
Minnesota,Wadena County,13682,25.5134785
Minnesota,Waseca County,18612,43.96240248
Minnesota,Washington County,262440,682.7234598
Minnesota,Watonwan County,10897,25.05320751
Minnesota,Wilkin County,6207,8.265160404
Minnesota,Winona County,50484,80.63363138
Minnesota,Wright County,138377,209.2412496
Minnesota,Yellow Medicine County,9709,12.79012619
Mississippi,Adams County,30693,66.38569835
Mississippi,Alcorn County,36953,92.37310501
Mississippi,Amite County,12297,16.84289263
Mississippi,Attala County,18174,24.72713724
Mississippi,Benton County,8259,20.31153084
Mississippi,Bolivar County,30628,34.94059628
Mississippi,Calhoun County,14361,24.48286732
Mississippi,Carroll County,9947,15.83305517
Mississippi,Chickasaw County,17103,34.08452527
Mississippi,Choctaw County,8210,19.63256015
Mississippi,Claiborne County,8988,18.44012332
Mississippi,Clarke County,15541,22.47181519
Mississippi,Clay County,19316,47.10461275
Mississippi,Coahoma County,22124,40.04156635
Mississippi,Copiah County,28065,36.10842501
Mississippi,Covington County,18636,45.03663639
Mississippi,DeSoto County,184945,388.3123743
Mississippi,Forrest County,74897,160.7087432
Mississippi,Franklin County,7713,13.68251409
Mississippi,George County,24500,51.18069325
Mississippi,Greene County,13586,19.06117474
Mississippi,Grenada County,20758,49.17708867
Mississippi,Hancock County,47632,100.497116
Mississippi,Harrison County,208080,362.4938975
Mississippi,Hinds County,231840,266.555156
Mississippi,Holmes County,17010,22.47995553
Mississippi,Humphreys County,8064,19.26815409
Mississippi,Issaquena County,1327,3.212721082
Mississippi,Itawamba County,23390,43.90077892
Mississippi,Jackson County,143617,198.7088798
Mississippi,Jasper County,16383,24.22663438
Mississippi,Jefferson County,6990,13.44403661
Mississippi,Jefferson Davis County,11128,27.24469991
Mississippi,Jones County,68098,98.00901895
Mississippi,Kemper County,9742,12.71498867
Mississippi,Lafayette County,54019,85.51127147
Mississippi,Lamar County,63343,127.4234249
Mississippi,Lauderdale County,74125,105.3432146
Mississippi,Lawrence County,12586,29.22437661
Mississippi,Leake County,22786,39.08394902
Mississippi,Lee County,85436,189.8784488
Mississippi,Leflore County,28183,47.49735748
Mississippi,Lincoln County,34153,58.26919027
Mississippi,Lowndes County,58595,115.9292551
Mississippi,Madison County,106272,148.7753828
Mississippi,Marion County,24573,45.30549027
Mississippi,Marshall County,35294,49.97897464
Mississippi,Monroe County,35252,46.07546456
Mississippi,Montgomery County,9775,24.01834736
