FIPS,ID
21047,Christian_Kentucky_UnitedStates
21049,Clark_Kentucky_UnitedStates
21051,Clay_Kentucky_UnitedStates
21053,Clinton_Kentucky_UnitedStates
21055,Crittenden_Kentucky_UnitedStates
21057,Cumberland_Kentucky_UnitedStates
21059,Daviess_Kentucky_UnitedStates
21067,Fayette_Kentucky_UnitedStates
21069,Fleming_Kentucky_UnitedStates
21071,Floyd_Kentucky_UnitedStates
21073,Franklin_Kentucky_UnitedStates
21081,Grant_Kentucky_UnitedStates
21083,Graves_Kentucky_UnitedStates
21085,Grayson_Kentucky_UnitedStates
21087,Green_Kentucky_UnitedStates
21089,Greenup_Kentucky_UnitedStates
21093,Hardin_Kentucky_UnitedStates
21095,Harlan_Kentucky_UnitedStates
21097,Harrison_Kentucky_UnitedStates
21099,Hart_Kentucky_UnitedStates
21101,Henderson_Kentucky_UnitedStates
21107,Hopkins_Kentucky_UnitedStates
21111,Jefferson_Kentucky_UnitedStates
21115,Johnson_Kentucky_UnitedStates
21117,Kenton_Kentucky_UnitedStates
21121,Knox_Kentucky_UnitedStates
21125,Laurel_Kentucky_UnitedStates
21127,Lawrence_Kentucky_UnitedStates
21131,Leslie_Kentucky_UnitedStates
21133,Letcher_Kentucky_UnitedStates
21137,Lincoln_Kentucky_UnitedStates
21139,Livingston_Kentucky_UnitedStates
21141,Logan_Kentucky_UnitedStates
21145,McCracken_Kentucky_UnitedStates
21151,Madison_Kentucky_UnitedStates
21155,Marion_Kentucky_UnitedStates
21157,Marshall_Kentucky_UnitedStates
21161,Mason_Kentucky_UnitedStates
21167,Mercer_Kentucky_UnitedStates
21171,Monroe_Kentucky_UnitedStates
21173,Montgomery_Kentucky_UnitedStates
21175,Morgan_Kentucky_UnitedStates
21177,Muhlenberg_Kentucky_UnitedStates
21179,Nelson_Kentucky_UnitedStates
21183,Ohio_Kentucky_UnitedStates
21185,Oldham_Kentucky_UnitedStates
21193,Perry_Kentucky_UnitedStates
21195,Pike_Kentucky_UnitedStates
21199,Pulaski_Kentucky_UnitedStates
21203,Rockcastle_Kentucky_UnitedStates
21205,Rowan_Kentucky_UnitedStates
21207,Russell_Kentucky_UnitedStates
21209,Scott_Kentucky_UnitedStates
21211,Shelby_Kentucky_UnitedStates
21213,Simpson_Kentucky_UnitedStates
21217,Taylor_Kentucky_UnitedStates
21221,Trigg_Kentucky_UnitedStates
21225,Union_Kentucky_UnitedStates
21227,Warren_Kentucky_UnitedStates
